name,username,created_at,description,protected,id,verified,lower_name,SQ_CANDIDATO,instagram_url,n_instagram,twitter_url,twitter_user,n_twitter,same,followers_count,following_count,tweet_count,listed_count,days_created,digits_name,digits_desc
Péricles Régis,pericles_regis,2017-05-10T18:08:30.000Z,"Vereador, Lenhador e Incomodado com o ""sempre foi assim"".",0,862368764628795392,0,pericles_regis,250001610520,https://www.instagram.com/pericles_regis/,1,https://twitter.com/pericles_regis,pericles_regis,1,1,578,120,230,1,1925.244097222222,0.0,0.0
Tema Cunha,TemaCunha,2022-01-28T12:32:58.000Z,"Médico, prefeito de Tuntum por 5 mandatos, 3 vezes presidente da FAMEM. Liderança política da região central do Maranhão.
Lema: Fazer o bem sem olhar a quem.",0,1487040885711904774,0,temacunha,100001614794,https://instagram.com/temacunha?igshid=YmMyMTA2M2Y=,1,https://twitter.com/temacunha?s=21&t=cUH69g6e6agvCXCtg88AMA,temacunha,1,1,68,93,52,0,201.47710648148146,0.0,0.0
Ivo 1333,ivolopes13,2011-02-01T22:22:18.000Z,"⚖️ Estudante de Direito 
🚩 Secretário da @jptes
🌟 Candidato pela Coletiva Raça e Classe a Deputado Federal ⭐ PT",0,245994676,0,ivolopes13,80001719420,https://www.instagram.com/ivolopes13/,1,https://twitter.com/ivolopes13,ivolopes13,1,1,795,1003,2748,0,4215.067847222222,4.0,0.0
Adail Inglês,AdailIngles,2019-03-08T03:54:14.000Z,Analista político,0,1103866488979546113,0,adailingles,160001621922,https://www.instagram.com/adailingles/,1,https://twitter.com/AdailIngles,adailingles,1,1,25,46,110,0,1258.837337962963,0.0,0.0
Rafael Motta 🐘,RafaelMottaRN,2011-03-24T02:23:05.000Z,Deputado Federal PSB l Candidato a Senador pelo RN l Eng. de Produção UFRN l Amante da natureza e dos esportes.,0,271212223,1,rafaelmottarn,200001612334,https://instagram.com/rafaelmottarn?igshid=NmZiMzY2Mjc=,1,https://twitter.com/rafaelmottarn?s=11&t=d19Sifto7CygjBVETFlYjg,rafaelmottarn,1,1,8239,1790,7094,89,4164.900636574074,0.0,0.0
Profª Fátima Sousa 5️⃣0️⃣5️⃣0️⃣,profatimasousa,2011-04-09T18:37:10.000Z,🔸Candidata a Deputada Federal pelo DF,0,279655166,0,profatimasousa,70001601744,https://www.instagram.com/profatimasousa/,1,https://twitter.com/profatimasousa,profatimasousa,1,1,2866,4975,10510,24,4148.224189814815,0.0,0.0
Luiz Marinho,luizmarinhopt,2010-05-13T20:55:21.000Z,"Ex-presidente do Sindicato dos Metalúrgicos do ABC, ex-prefeito de São Bernardo do Campo e ex-ministro do Trabalho e da Previdência do governo Lula.",0,143569989,1,luizmarinhopt,250001610678,https://www.instagram.com/luizmarinhopt/,1,https://twitter.com/luizmarinhopt,luizmarinhopt,1,1,13367,3512,7217,112,4479.128229166667,0.0,0.0
Ronilson Souza,RonilsonSouza,2009-09-26T01:06:11.000Z,,0,77358124,0,ronilsonsouza,40001650500,https://www.instagram.com/ronilsonsouza,1,https://www.twitter.com/ronilsonsouza,ronilsonsouza,1,1,10,7,4,0,4708.954039351852,0.0,0.0
Ratinho Junior,ratinho_junior,2009-07-06T17:08:22.000Z,,0,54265300,0,ratinho_junior,160001614467,https://www.instagram.com/ratinho_junior/,1,https://twitter.com/ratinho_jr,ratinho_jr,1,0,73,0,0,0,4790.2858564814815,0.0,0.0
josenir nivaldovoigt,JosenirN,2013-01-21T06:28:40.000Z,,0,1108238702,0,josenirn,140001611662,https://instagram.com/josenirn,1,https://twitter.com/josenir_gn,josenir_gn,1,0,0,1,0,0,3495.7300925925924,0.0,0.0
Ricardo Caiafa,ricardocaiafa,2010-10-04T21:23:36.000Z,"🇧🇷 Candidato a Deputado Distrital 2️⃣2️⃣0️⃣0️⃣7️⃣ 🇧🇷 Apaixonado por Brasília 🇧🇷 Renovação política, precisamos de mudanças!",0,198638770,0,ricardocaiafa,70001615868,https://www.instagram.com/ricardocaiafa/,1,https://twitter.com/ricardocaiafa,ricardocaiafa,1,1,32,65,50,0,4335.108611111112,0.0,0.0
Hugo Leal,depHugoLeal,2009-07-17T22:07:38.000Z,Deputado Federal (PSD/RJ). Autor da Lei Seca. Em #DefesaDaVida e do #TrânsitoSeguro,0,57771926,0,dephugoleal,190001603404,https://www.instagram.com/dephugoleal/,1,https://twitter.com/depHugoLeal,dephugoleal,1,1,27263,872,12617,242,4779.078032407408,0.0,0.0
Atagiba,atagiba_,2014-02-23T17:35:27.000Z,Esse perfil espera ver o Bolsonaro na cadeia e Lula na presidência!! Pré-candidata a deputada federal por SP #PrivilégiodeNÃOserBolsominion,0,2358282162,0,atagiba_,250001610680,https://www.instagram.com/atagiba_/,1,https://twitter.com/atagiba_,atagiba_,1,1,111,233,3398,1,3097.2670486111115,0.0,0.0
Luciano Cartaxo,Luciano_Cartaxo,2010-03-30T22:37:11.000Z,"👉🏻Pré-candidato a Deputado Estadual da PB
✌🏻2x Prefeito de João Pessoa
❣Esposo de Maísa, pai de Matheus e de Caio
🟥Filiado ao PT
🏆Botafogo",0,128031815,0,luciano_cartaxo,150001643197,https://instagram.com/luciano_cartaxo?igshid=YmMyMTA2M2Y=,1,https://twitter.com/luciano_cartaxo?s=11&t=tnhFm73kHEpRuHEhr7YDLA,luciano_cartaxo,1,1,26777,2928,5228,87,4523.057511574074,0.0,0.0
Lucas Fuhr,lucasfuhrpoa,2020-03-11T03:11:23.000Z,"Sociólogo e Advogado
Ouvidor-Geral do Estado
Ex-diretor-executivo do Procon/RS",0,1237576784767574016,0,lucasfuhrpoa,210001620188,https://www.instagram.com/lucasfuhrpoa/,1,https://twitter.com/lucasfuhrpoa,lucasfuhrpoa,1,1,158,327,99,1,889.8670949074075,0.0,0.0
Bruno 𝕄𝔸𝕊𝕊𝔸,brmassa,2008-10-28T13:42:43.000Z,"🔺🇧🇷 Pré Candidato a Deputado Federal
🧡 Ano de mudar para algo realmente NOVO
💍 Marido da Ana Luisa
👩‍👦Pai dos dogs @avalondogs",0,17021007,0,brmassa,130001598363,https://instagram.com/brMASSA,1,https://www.twitter.com/brMASSA,brmassa,1,1,115,420,836,4,5041.428668981482,0.0,0.0
Dep. Federal Nereu Crispim,nereucrispim,2018-04-12T20:55:29.000Z,🇧🇷 Deputado Federal do Rio Grande do Sul - PSD-RS 🔰Político cidadão.,0,984535500110393344,1,nereucrispim,210001613987,https://www.instagram.com/nereucrispim/,1,https://twitter.com/nereucrispim,nereucrispim,1,1,4331,1123,1179,97,1588.128136574074,0.0,0.0
João Azevêdo,joaoazevedolins,2016-02-12T13:00:24.000Z,"Esposo, pai, avô, Governador apaixonado pelo estado da Paraíba e por cuidar dos paraibanos. 💛🤝",0,698129524106653697,1,joaoazevedolins,150001613757,https://www.instagram.com/joaoazevedolins/,1,https://twitter.com/joaoazevedolins,joaoazevedolins,1,1,16689,182,5415,135,2378.4580555555553,0.0,0.0
Ricardo Faria,souricardofaria,2009-04-22T19:29:59.000Z,CEO e co-fundador da Chica Social Media.,0,34370368,0,souricardofaria,250001620616,https://www.instagram.com/souricardofaria,1,https://twitter.com/souricardofaria,souricardofaria,1,1,349,5,6313,11,4865.187511574074,0.0,0.0
Célio Moura,CelioMouraTO,2018-11-08T18:10:25.000Z,"Advogado, Deputado Federal PT/TO",0,1060595412309041154,1,celiomourato,270001612026,https://instagram.com/celiomourato,1,https://twitter.com/CelioMouraTO,celiomourato,1,1,6118,507,4653,119,1378.2427662037037,0.0,0.0
Guilherme Sampaio,VerGuilherme,2009-08-18T15:10:20.000Z,Candidato a Deputado Estadual - 13234,0,66704302,0,verguilherme,60001633635,https://instragram.com/verguilherme,1,https://twitter.com/verguilherme,verguilherme,1,1,4888,305,11572,41,4747.367824074075,0.0,5.0
Luiz Henrique Viana,deputadoviana,2017-05-30T22:58:14.000Z,"Deputado Estadual, pelotense e advogado. Fui vereador, presidente da Câmara e líder do governo Eduardo Leite (2013-2016) —",0,869689435033673728,0,deputadoviana,210001620218,https://www.instagram.com/deputadoviana/,1,https://twitter.com/deputadoviana,deputadoviana,1,1,1150,311,1132,23,1905.0428935185184,0.0,4.0
Luiz Carlos Mainardi,LuizMainardi,2014-09-25T15:19:07.000Z,,0,2783847352,0,luizmainardi,210001610629,https://www.instagram.com/luizmainardi,1,https://twitter.com/DepMainardi,depmainardi,1,0,0,6,0,0,2883.3617245370374,0.0,0.0
Delegada Ione,DelegadaIone,2021-07-14T19:43:05.000Z,"Delegada de Mulheres, Fundadora da AdCuidar, Defensora da Causa da Mulher e da Segurança Pública! 👮🏻‍♀️💪🏻",0,1415396301756370947,0,delegadaione,130001603582,https://www.instagram.com/delegadaione/,1,https://twitter.com/delegadaione,delegadaione,1,1,276,14,44,1,399.17841435185187,0.0,0.0
Flavio Tiziu,flaviotiziu,2009-09-25T18:02:57.000Z,"Gosto de Esporte e de Política!
Sou candidato a Deputado Federal, meu número é 4009!! vamos juntos no #TimeTiziu #FazoT",0,77272086,0,flaviotiziu,190001645409,https://www.instagram.com/flaviotiziu/,1,https://twitter.com/flaviotiziu/,flaviotiziu,1,1,2074,1764,48662,38,4709.247951388889,0.0,4.0
Marco Aurelio Brasil,marcobrasil,2008-04-25T20:18:03.000Z,"Cristão, adventista, marido da Tatiana, pai do Dudu, do Davi, do Pedro e da Clara, advogado, são paulino e feliz.",0,14533430,0,marcobrasil,160001603313,https://www.instagram.com/marcobrasil/,1,https://twitter.com/marco_brasil,marco_brasil,1,0,831,802,5297,3,5227.154131944445,0.0,0.0
Enio Verri 1330,enioverri,2009-10-09T11:44:01.000Z,"Candidato a deputado federal (PT-PR)
Economista, professor
Trabalho por nossa gente!",0,81088939,1,enioverri,160001614525,https://www.instagram.com/enioverri/,1,https://twitter.com/enioverri,enioverri,1,1,50950,434,16590,315,4695.511099537037,4.0,0.0
Waldeck Carneiro,WaldeckCarneiro,2009-09-14T19:10:31.000Z,"✏️ Professor da UFF ▶️ Dep. Estadual candidato a Federal: 4040 ✊🏼 Na luta por Educação, Democracia e Direitos! ❌ Relator do Impeachment do ex-governador Witzel",0,74234605,0,waldeckcarneiro,190001645420,http://instagram.com/WaldeckCarneiro,1,http://twitter.com/WaldeckCarneiro,waldeckcarneiro,1,1,2317,184,7671,33,4720.201030092593,0.0,4.0
Marco Dipreto,Marcodipreto,2009-08-31T15:00:50.000Z,"▪Dir. Presidente @ccisen.empreendedorismonegro
▪Porta-voz @redesustentabilidade São Paulo
▪Candidato à vice-prefeitura de São Paulo Eleições 2020",0,70412829,0,marcodipreto,250001613785,https://www.instagram.com/marcodipreto/,1,https://twitter.com/Marcodipreto,marcodipreto,1,1,172,63,122,3,4734.3744212962965,0.0,4.0
Dani Portela 50.000,daniportelapsol,2020-07-20T19:27:26.000Z,"🔆 Candidata a Deputada Estadual 50.000

Vereadora eleita do Recife. Mulher Negra e Mãe de Alice. Feminista e Advogada Popular. Historiadora e Professora 🌻",0,1285295088525082631,1,daniportelapsol,170001618395,https://www.instagram.com/daniportelapsol/,1,https://twitter.com/daniportelapsol,daniportelapsol,1,1,3664,294,1422,29,758.1892824074075,2.0,2.0
Raissa Rossiter,RaissaRossiter,2022-07-12T17:17:58.000Z,,0,1546906612295761920,0,raissarossiter,70001636088,https://www.instagram.com/raissarossiter/,1,https://twitter.com/raissa_rossiter?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwg,raissa_rossiter,1,0,2,0,1,0,36.27918981481481,0.0,0.0
Delegada Nadine,delegadanadine,2015-09-23T01:33:45.000Z,"Chefe de Polícia do Estado do Rio Grande do Sul de Jan/19 a Abril/22, Delegada de Polícia, mãe, esposa, uma mulher confiante em um mundo mais igual e melhor.",0,3744465381,0,delegadanadine,210001620207,http://www.instagram.com/delegadanadine,1,http://www.twitter.com/delegadanadine,delegadanadine,1,1,5238,194,1845,15,2520.9348958333335,0.0,2.0
Jarbas Emílio de Moraes,jdemoraes30,2015-06-29T22:24:32.000Z,Pré candidato a Deputado Federal pelo Novo,1,3260505901,0,jdemoraes30,250001597711,https://www.instagram.com/jdemoraes30/,1,https://twitter.com/jdemoraes30,jdemoraes30,1,1,0,5,49,0,2606.0662962962965,0.0,0.0
Natasha - 5010 🏳️‍⚧️,NatashaPSOL,2019-05-03T02:37:15.000Z,"Mulher Travesti, candidata à deputada federal pelo PSOL. Suplente de vereadora em Porto Alegre.",0,1124140833547141121,0,natashapsol,210001596929,https://www.instagram.com/natashapsol/,1,https://twitter.com/natashapsol,natashapsol,1,1,1498,1598,6072,8,1202.890798611111,4.0,0.0
Rodrigo Rollemberg,RollembergPSB,2009-07-02T12:35:52.000Z,"Um apaixonado por Brasília, por sua gente, sua alvorada, seu entardecer multicolorido e suas noites estreladas. Ex-governador do DF, senador e deputado.",0,53050115,1,rollembergpsb,70001636647,https://www.instagram.com/rollembergpsb/,1,https://twitter.com/RollembergPSB,rollembergpsb,1,1,36597,9162,12911,421,4794.475092592593,0.0,0.0
Petrus Evelyn,petrusevelyn,2009-05-24T16:56:44.000Z,"Eu sou eu e minha circunstância, e se não salvo a ela, não salvo a mim (Ortega y Gasset)",0,42241524,0,petrusevelyn,180001597465,https://instagram.com/petrusevelyn,1,https://www.twitter.com/petrusevelyn,petrusevelyn,1,1,728,231,1228,3,4833.293935185185,0.0,0.0
Glaustin da Fokus,glaustindafokus,2010-04-16T11:49:43.000Z,"Candidato a 𝐃𝐞𝐩. 𝐅𝐞𝐝𝐞𝐫𝐚𝐥.Geração de emprego e renda|valores cristãos, defesa da vida e família.𝐍𝐀𝐃𝐀 𝐑𝐄𝐒𝐈𝐒𝐓𝐄 𝐀𝐎 𝐓𝐑𝐀𝐁𝐀𝐋𝐇𝐎.VOTE 2022",0,133692726,0,glaustindafokus,90001614055,http://www.instagram.com/glaustindafokus,1,https://twitter.com/glaustindafokus,glaustindafokus,1,1,1889,1813,952,75,4506.507141203704,0.0,4.0
Luiz Antônio Corrêa,depluizantonio,2018-03-16T07:51:33.000Z,"Deputado federal pelo Rio de Janeiro. Em defesa da Terceira Idade, da Saúde, da Reforma Tributária e do Pacto Federativo.

https://t.co/92F4QA1DxH",0,974553742371520512,0,depluizantonio,190001605598,https://Instagram.com/depluizantonio,1,https://twitter.com/depluizantonio,depluizantonio,1,1,1817,257,627,55,1615.672534722222,0.0,2.0
João Pedro Grill,JoaoPedroGrill,2010-05-06T02:40:28.000Z,"🟠 Vereador eleito, em 2020, por Camaquã.🗳️
___
👔 Empresário, Paradouro Grill e Pizzaria Grill.",0,140656672,0,joaopedrogrill,210001602881,https://www.instagram.com/joaopedrogrill/,1,https://twitter.com/joaopedrogrill,joaopedrogrill,1,1,353,169,336,3,4486.888564814814,0.0,4.0
Guaracy Jr,GuaracyJr_,2021-11-19T04:30:01.000Z,"Presidente da Igreja Quadrangular no Amapá, bacharel em Administração",0,1461552249931550725,0,guaracyjr_,30001712605,https://www.instagram.com/guaracyjr_/,1,https://twitter.com/GuaracyJunior4?t=jJjvRSKNLdRtO4SXPUEbZQ&s=08,guaracyjunior4,1,0,150,275,9,0,271.8124884259259,0.0,0.0
Marcelo Brick,marcelobrick,2009-11-13T21:15:23.000Z,"Candidato a Deputado Estadual pelo Patriota. Católico, advogado, casado com a Gisa, pai do Artur. Apaixonado por Gaspar e Santa Catarina. #51010",0,89794762,0,marcelobrick,240001647213,https://www.instagram.com/marcelobrick/,1,https://twitter.com/marcelobrick,marcelobrick,1,1,705,430,3780,4,4660.11431712963,0.0,5.0
Émerson da Costa,doemersoncosta,2018-08-04T14:45:31.000Z,💪 Candidato a Deputado Federal no RS 👨🏼‍💻 engenharia de produção @unisinos 📚 Presidente ABRIC,0,1025754612207443968,0,doemersoncosta,210001596921,https://www.instagram.com/doemersoncosta/,1,https://mobile.twitter.com/doemersoncosta,doemersoncosta,1,1,328,344,1025,3,1474.3850578703705,0.0,0.0
Inês Paz 🌻✊,inespazpsol,2021-02-19T12:32:47.000Z,"Vereadora em Mogi das Cruzes - SP, presidenta do diretório municipal do PSOL. Professora, historiadora e mãe.",0,1362741529178210308,0,inespazpsol,250001619322,https://instagram.com/inespazpsol?igshid=YmMyMTA2M2Y=,1,https://twitter.com/inespazpsol,inespazpsol,1,1,382,447,1532,1,544.4772337962963,0.0,0.0
TENCELSimone,TENCELSimone,2022-06-06T20:29:23.000Z,Pré-Candidata a DEP FEDERAL/Paraense/Mãe/Doutora/Policial Miitar 💚💛💙🤍,0,1533908833155825667,0,tencelsimone,140001604538,https://instagram.com/tencelsimone,1,https://twitter.com/TENCELSimone,tencelsimone,1,1,20,17,13,0,72.14626157407407,0.0,0.0
Sargento Joelson MT,sargentojoelson,2019-03-19T21:05:55.000Z,"Sargento da PMMT, comunitário e Vereador por Cuiabá.",0,1108112387180318720,0,sargentojoelson,110001601577,https://instagram.com/sargentojoelson?igshid=YmMyMTA2M2Y=,1,https://twitter.com/sargentojoelson,sargentojoelson,1,1,49,151,29,0,1247.1208912037036,0.0,0.0
Marina Sant'Anna 13000,marinasantanna,2009-04-03T11:48:50.000Z,Advogada. ⭐️Candidata a Deputada Estadual. Vereadora por Goiânia por três mandatos. Ex-Deputada Federal. ⭐️PT-GO.,0,28546114,0,marinasantanna,90001649545,https://instagram.com/marinasantanna,1,https://twitter.com/marinasantanna,marinasantanna,1,1,9532,4066,36492,141,4884.50775462963,5.0,0.0
Vanessa Portugal,vanessapstubh,2016-08-29T16:32:15.000Z,"Eu sou Vanessa Portugal, militante do PSTU",0,770298023582765057,0,vanessapstubh,130001644653,https://www.instagram.com/vanessapstubh/,1,https://twitter.com/vanessapstubh,vanessapstubh,1,1,325,131,1314,4,2179.3109375,0.0,0.0
Ivanete Silva,IvaneteSilvaRJ,2018-06-14T12:41:57.000Z,"Mulher negra, feminista, educadora e moradora da Baixada Fluminense. Fui candidata do PSOL a Vice Gov do RJ (2018) e a Prefeita de DC (2020).",0,1007241734064091137,0,ivanetesilvarj,190001650436,https://www.instagram.com/ivanetesilvarj/?igshid=YmMyMTA2M2Y%3D,1,https://twitter.com/IvaneteSilvaRJ?t=DZtMWlw9qlO2cHYH9djmHw&s=08,ivanetesilvarj,1,1,3179,251,364,14,1525.4708680555557,0.0,4.0
NETO COUTINHO,neto_coutinho_,2022-07-15T19:29:36.000Z,"Filiado ao Republicanos 10, em Sergipe, Neto Coutinho, Morador de Aracaju, especificamente no Bairro Suíça, vem pacificando e ganhando forças à cada dia.",0,1548026972487331840,0,neto_coutinho_,260001618218,https://instagram.com/neto_coutinho_?igshid=YmMyMTA2M2Y=,1,https://twitter.com/neto_coutinho,neto_coutinho,1,0,4,36,22,0,33.187777777777775,0.0,2.0
Daniel Soranz 5588,danielsoranz,2009-11-29T16:03:21.000Z,"Professor pesquisador da Fundação Oswaldo Cruz Médico de Família e Comunidade, doutor e mestre em Saúde Pública.",0,93426187,1,danielsoranz,190001603437,https://www.instagram.com/danielsoranz/,1,https://twitter.com/danielsoranz,danielsoranz,1,1,25240,2433,24355,109,4644.331006944444,4.0,0.0
Cicero Delhany,CicerodaOng,2015-06-28T22:31:04.000Z,CiceroDaOng,0,3349965676,0,cicerodaong,170001595456,https://www.instagram.com/cicerodaong/,1,https://twitter.com/OngCicero1,ongcicero1,1,0,20,129,15,0,2607.0617592592594,0.0,0.0
Deley Oliveira,deleyoficialrj,2022-01-29T13:00:48.000Z,Ex Deputado Federal com 4 mandatos pelo RJ. Ex jogador de futebol e campeão brasileiro com o Fluminense em 1984.,0,1487410253025226764,0,deleyoficialrj,190001603431,https://www.instagram.com/deleyoficialrj/,1,https://twitter.com/deleyoficialrj,deleyoficialrj,1,1,19,3,25,0,200.45777777777778,0.0,4.0
Filippe Poubel,DeputadoPoubel,2019-06-04T17:38:54.000Z,🇧🇷 Deputado - RJ (Bolsonarista) 👊 Direitista 👊 Armamentista 👊 Anti-esquerda 👊 Politicamente incorreto,0,1135964153309478912,0,deputadopoubel,190001596738,https://www.instagram.com/deputadopoubel/,1,https://twitter.com/DeputadoPoubel,deputadopoubel,1,1,8104,288,957,23,1170.2646527777777,0.0,0.0
Clécio Alves,ClecioAlvesGO,2017-04-02T20:40:20.000Z,Apaixonado por minha família. Formado em Direito e vereador em Goiânia pelo 5° mandato. 1° vice-presidente da Câmara Municipal de Goiânia,0,848636234578751488,0,clecioalvesgo,90001652979,https://instagram.com/clecioalvesgo,1,https://twitter.com/clecioalvesgo,clecioalvesgo,1,1,373,122,1615,1,1963.1386574074074,0.0,0.0
wella,felipewellaton,2010-05-31T01:00:36.000Z,,0,150073337,0,felipewellaton,110001618182,https://www.instagram.com/felipewellaton/,1,https://twitter.com/felipe_wellaton,felipe_wellaton,1,0,31,0,5,0,4461.957916666667,0.0,0.0
Mineiro Federal 1333,mineiroptrn,2009-07-08T13:39:13.000Z,🌟Candidato a deputado federal pelo PT 📍Ex-secretário de Projetos e Metas e de Relações Institucionais do RN,0,54897084,0,mineiroptrn,200001603645,https://www.instagram.com/mineiroptrn/,1,https://twitter.com/mineiropt,mineiropt,1,0,20533,1022,54428,128,4788.431099537037,4.0,0.0
Thelma Mello DF,thelmamellodf,2009-08-02T14:30:21.000Z,"Conselheira tutelar, arte-educadora e pré-candidata a dep. distrital pelo PT/DF",0,62269938,0,thelmamellodf,70001596096,HTTPS://WWW.INSTAGRAM.COM/THELMAMELLODF,1,https://twitter.com/thelmamellodf,thelmamellodf,1,1,122,142,186,1,4763.395590277778,0.0,0.0
Coronel Egidio,CoronelEgidio,2019-03-13T13:14:31.000Z,Coronel de Polícia Militar - PMMA; Cidadão Bacabalense; Ex-vereador de Bacabal; Servo de Deus!,0,1105819427096924166,0,coronelegidio,100001610543,https://www.instagram.com/coronelegidio/,1,https://twitter.com/CoronelEgidio?s=09,coronelegidio,1,1,126,125,222,0,1253.4482523148147,0.0,0.0
Lara Barbosa,Lara_SBarbosa,2010-09-09T19:20:40.000Z,,0,188857779,0,lara_sbarbosa,250001620650,https://instagram.com/lara_sbarbosa,1,https://twitter.com/larabarbosa40,larabarbosa40,1,0,60,249,7,0,4360.193981481481,0.0,0.0
Giuseppe Riesgo | 30.500,GiuseppeRiesgo,2018-06-18T22:25:45.000Z,🚀 | Candidato a Reeleição - 30.500 | Deputado Estadual RS | Defensor da Liberdade | Advogado e Empreendedor | Nem Todo Político é Igual.,0,1008838201723838465,1,giusepperiesgo,210001597020,https://instagram.com/giusepperiesgo,1,https://www.twitter.com/giusepperiesgo,giusepperiesgo,1,1,9058,600,5503,95,1521.0654513888892,2.0,2.0
Dep. Nelson Luersen,nelsonluersen,2011-03-31T11:48:55.000Z,"Deputado Estadual Nelson Luersen do PDT, eleito com 43.510 votos, para representar você paranaense na Assembleia Legislativa. “Quero ser sua voz!”",0,274978196,0,nelsonluersen,160001716022,https://www.instagram.com/nelsonluersen/,1,https://twitter.com/nelsonluersen,nelsonluersen,1,1,533,299,968,16,4157.5076967592595,0.0,2.0
Tião da Elka,tiaodaelka,2022-05-30T14:23:22.000Z,"Tião da Elka
Para Deputado Federal 1506 
Conto com seu voto! #eleicoes2022 
Quem tem partida, tem chegada!",0,1531280012212568065,0,tiaodaelka,270001700073,https://instagram.com/tiaodaelka?igshid=YmMyMTA2M2Y=,1,https://twitter.com/tiaodaelka?s=11&t=O6zI-oVKya-G_lSK9Xxs2g,tiaodaelka,1,1,1,56,15,0,79.40043981481482,0.0,4.0
Preta,sppreta,2016-08-15T20:29:24.000Z,Amar é condição básica e eleva a auto estima!,1,765284274161549312,0,sppreta,250001619379,https://www.instagram.com/sppreta/,1,https://twitter.com/sppretas,sppretas,1,0,23,90,43,0,2193.1462500000002,0.0,0.0
Julio Cesar,juliocesarevoce,2016-06-21T17:38:18.000Z,,0,745309884191748096,0,juliocesarevoce,250001610183,https://instagram.com/juliocesarevoce,1,https://twitter.com/juliocesarevoce,juliocesarevoce,1,1,5,1,3,0,2248.265069444444,0.0,0.0
Eliana Castro,Elianacastroemp,2022-07-17T12:29:33.000Z,🙋🏻‍♀️ Embaixadora do Empreendedorismo Feminino 🇧🇷 Candidata a Deputada Federal (PP - TO) Diretora licenciada do Sebrae TO 👩🏻‍🏫 #TocantinsEmMovimento,0,1548645873755766784,0,elianacastroemp,270001643409,https://www.instagram.com/elianacastroemp,1,https://twitter.com/Elianacastropmw,elianacastropmw,1,0,20,186,8,0,31.479479166666668,0.0,0.0
WALBER VIRGOLINO,WalberVirgolino,2019-06-16T22:14:56.000Z,Deputado Estadual. Delegado de Polícia. Professor Universitário. Apaixonado por Armas e Cavalos. Um Homem Livre e de Bons Costumes.’.,0,1140382274434863105,0,walbervirgolino,150001718216,https://instagram.com/walbervirgolino?igshid=YmMyMTA2M2Y=,1,https://twitter.com/walbervirgolino,walbervirgolino,1,1,1397,104,730,3,1158.072962962963,0.0,0.0
Prof Reinaldo,ProfReinaldo13,2014-12-28T22:55:04.000Z,"Mestre em teoria econômica pela UNESP ARARAQUARA. Professor Universitário de Economia Brasileira, Macroeconomia e Finanças Públicas.",0,2946639863,0,profreinaldo13,250001610671,https://www.instagram.com/profreinaldo13/,1,https://twitter.com/ProfReinaldo13,profreinaldo13,1,1,68,262,59,1,2789.045092592593,0.0,0.0
Lucas Ramos,LucasRamosPE,2015-09-22T12:40:21.000Z,"Pai de Mari e Bela, deputado licenciado e secretário de Ciência, Tecnologia e Inovação de Pernambuco",0,3648685214,0,lucasramospe,170001619894,https://www.instagram.com/lucasramospe/,1,https://twitter.com/LucasRamosPE,lucasramospe,1,1,1265,1417,1868,12,2521.4719791666666,0.0,0.0
Ingra 5070 🌻,ingrapsol,2019-01-06T16:56:42.000Z,"Candidata a deputada federal pelo PSOL, jornalista, professora da Emancipa Mulher, mestranda no PPGICH da UFFS Erechim, feminista, LGBT e filha de Oxum. 💜",0,1081957744725381120,0,ingrapsol,210001596932,https://www.instagram.com/ingrapsol/,1,https://twitter.com/ingrapsol,ingrapsol,1,1,166,156,151,2,1319.2939583333334,4.0,0.0
Paulo Porto,pauloportopt,2020-07-29T18:54:05.000Z,"Professor da Unioeste
Pai
Indigenista
Candidato a Deputado Estadual pelo @ptparana",0,1288548320064004098,0,pauloportopt,160001615018,https://www.instagram.com/pauloportopt/,1,https://twitter.com/pauloportopt,pauloportopt,1,1,1873,1581,1097,3,749.2124421296297,0.0,0.0
.,Bettega_,2013-05-20T23:12:53.000Z,,0,1444966680,0,bettega_,160001597817,https://instagram.com/bettega_,1,https://www.twitter.com/joaobettega_,joaobettega_,1,0,212,214,5125,0,3376.032719907407,0.0,0.0
Almir Vieira,almirvieirasc,2011-06-28T02:03:45.000Z,"🇧🇷 Pré-Candidato a Deputado Estadual, Vereador blumenauense, Sargento do Exército e Pós-graduado em Gestão Pública ⠀⠀⠀⠀⠀⠀⠀⠀",0,325293601,0,almirvieirasc,240001644761,https://www.instagram.com/almirvieirasc,1,https://twitter.com/almirvieirasc,almirvieirasc,1,1,57,62,634,0,4068.9140625,0.0,0.0
Geovanni Luca,GeovanniLuca,2016-07-29T19:25:27.000Z,,0,759107589166731264,0,geovanniluca,160001614840,http://instagram.com/@geovanniluca,1,http://twitter.com/geoluca,geoluca,1,0,0,1,0,0,2210.1906597222223,0.0,0.0
Gerson Gomes,gersongomespr,2009-06-18T01:38:06.000Z,,0,48198500,0,gersongomespr,160001614452,https://www.instagram.com/gersongomespr,1,https://www.twitter.com/gersongomespr,gersongomespr,1,1,85,108,2589,0,4808.931875,0.0,0.0
Adjuto Afonso,adjutoafonso,2010-01-28T18:20:27.000Z,"👨🏻‍💼Deputado Estadual - União Brasil
📚Administrador
📊Empreendedor
🤝🏻Cooperativista
🏛️3º Vice-presidente da @assembleiaam",0,109332428,0,adjutoafonso,40001618467,https://www.instagram.com/adjutoafonso,1,https://twitter.com/adjutoafonso,adjutoafonso,1,1,878,436,2889,21,4584.235798611111,0.0,0.0
