entities,id,text,in_reply_to_user_id,author_id,created_at,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,batch_time,hate_score,target_weight,not_the_target,filename
"{'mentions': [{'start': 0, 'end': 12, 'username': 'jilmartatto', 'id': '52045368'}, {'start': 13, 'end': 25, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmLnGp1_2JI0GJ0n7zIEdR-WvOdke3Bs4M-PYrnOMbcVbs_0ULASkjidsVWgqdSaYXURT10U9XMkmM-9WkypWMIa_ER0QQXyf1uFDhdxtFY2wQ=,@jilmartatto @LulaOficial E sua família com ligação com PCC? Vai bem....rs,52045368,gAAAAABj7UmLa2Bu9-jowZv8FQUifwZq2lu4nGjCgqwhS2AEInKUVF9ADjiG_QCVc4A74YdMiczCgGwGNmUogtPPAqs3-u4soljhOWzJQ-7u7PI0Mn84o-o=,2022-08-19 15:02:51+00:00,gAAAAABj7UmLuMzKeEaWcxPn2c2GchkUazit2863oFrtTYkhDzj8gDZxzeKHJx4F552SjseT9dmBV2YbLsQmSJdzfxnXLvyN-Q==,gAAAAABj7UmLJJnTqdx-leei_Lv4seRwbdUHl7cl0YOPyKikzwRwfF_w_xHlt8KHQy5J0ro1nNo5HJPJ93JSOutgk8DRRIZGWg==,gAAAAABj7UmLztdmpLdfE96N4em4OGlnP-vIYvcCP0oD-5wDTlVaGXvdF96McFZWPmVXuVF55P7IA79dWfQomV2-imnsSBJQ95vSbUMDq2iLXPSTWGrUotEwauYATPNmogsuCgbi06YJjczBAJ47KP1jtaON4H05CA==,2,1,52045368,2022-08-19 10:03:25,2022-08-19 13:03:25,3,0,3,1.941666667,1,2022-08-19 12:30:00,0.024481785,0.04545454545,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 36, 'end': 52, 'username': 'eudianemacedorn', 'id': '57816356'}]}",gAAAAABj7UmLIjalcsyTzlmLj-wKinib2IliQOxBOX_nrGgx8Y0e2YeIatBZ8Dsx9SAcQy7mjU6O4quUTeML9AOh9pgMtD6OgVmY9OqA5DX3aLW2xk3sodk=,"Faz um 💜 aí, e demostra seu apoio à @eudianemacedorn ! 

Dia 02 de Outubro é 4️⃣3️⃣6️⃣6️⃣6️⃣✅

Trabalho testado e aprovado! https://t.co/XuL4k1ag09",,gAAAAABj7UmLge3b7SdSdo-vOQyvt7Qbr4OX1vgCTiwjTDM9f0ViEwwAHfhSW-itmFF4vM_L0kRknUDt56xatnrLhJP7_NphOw==,2022-08-21 17:52:00+00:00,gAAAAABj7UmLBx6UswQ7DQPdSy_kMwvNaAl33YZ8eyUNRf5cguyyyx2iJEk4o9i5caLn6mv9Xb8eigufeSh195Hr7hYWd6GZmg==,gAAAAABj7UmL_1ElJPeWbty1BeDNvn8e_3k2rN3V56GXdKYkETSeD3coSMEtCUNXQcT0at4oCLgZ9xtwsxGkPAzSY0CH3ZpADQ==,gAAAAABj7UmL5T9hnHxiyRfAIYEbmWlzWtYCpEG2Uq78nGczrWua80oOgQdwJOkuIaOhgWoj5GOMzUhX9ZqNOn88eEGcMzIx0XN28OFEpHkBeSiVXlf7AIXaThMj8W4NnKZP-C2PGYaN9LYHYRhEyKZ_YhQnYEQneA==,1,0,57816356,2022-08-21 12:45:35,2022-08-21 15:45:35,1,0,3,0,1,2022-08-21 15:30:00,0.0011378245,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'depsgtrodrigues', 'id': '61289924'}]}",gAAAAABj7UmLu2OHYEbE9o85Lf5bErZ-ZYIo68Z5Ne4bqI3OzzzRwzu4aWMYqqM-FQvn7jDqULJgakVYQAfXu06-9pGzMi_E2ZPBcUJOMacEz5d6Sz_zF7o=,"@depsgtrodrigues ""...nunca foi omissa"" A tá! Enquanto isso, os Praças da PMMG esperam ATÉ HOJE DEFERIMENTO DOS REQUERIMENTOS EC 110 DE 04/11/2021. #AMNESTIAQUAESERATAMEN #NinguémTirouRequerimentoDaCartola #DeferimentoEC110 #EAgoraDeputado #AnstiaPresidente
https://t.co/THXok44Kd8",61289924,gAAAAABj7UmLaiMUSjmKNwO4bSfdhRStj8_1riTgCNi_9FQ-wOnPJc8AJqU5hbGhSfSnYJeYFFDsPVkBMVK5RxfsMNNpWFlsEw==,2022-08-17 18:24:13+00:00,gAAAAABj7UmLEsSUosgxwRAsA_o1m6Z9-DfoubAmwe5rRyAnlLDfo_ufXQFxQxr1XkL406gwpSMISLVHqYbnO1Q2pEvGemmOy4pVFkb_71dRFnOesyDDhh8PHGgmLuk_3H0_tKUdk2aJ,gAAAAABj7UmL_tL4kqnoaQ3dQKZi6xccbqjUW7mMzwFBh0turBNn6oETv7dIn8ITm2zZe8KmjuhWL1DJlODN0J6f99hc4RZo_Q==,gAAAAABj7UmLdHWc1n5WRLwjyR9Wa3uFYlcruxAZGq625OkL3IA-vVFW8gcLbuNfPmT6lO3792PnDO8jAPS-dcQW_ZO9fkXah_3sGNo076nBN10n2siuXJuMMm8f79dzAM8_lepp0FWjWr0NOf9iPHOHyMW-adP1h9O7HeNGY1OcgX5kS-vQ1Yk=,1,1,61289924,2022-08-17 12:47:57,2022-08-17 15:47:57,1,0,3,0,1,2022-08-17 15:30:00,0.0049999184,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'Miriam_Algarra', 'id': '29297790'}, {'start': 16, 'end': 30, 'username': 'Dudu_MartinsF', 'id': '4589605888'}]}",gAAAAABj7UmLiy94odaHiFMYnuLHwwQPNbKeV0Gwh1_nWN6Ut-OWI8E9Q4lWrUO3AfCItlOlOGKhDVQuorOeHK1bnXWgliDyR9hYClByJmOX8DEp6_enG2M=,"@Miriam_Algarra @Dudu_MartinsF *Volta dos direitos trabalhistas retirados pelo vice da Dilma e pelo Bolsonaro, reforma tributária em que os de cima paguem mais, reforma agrária e mudança no modelo econômico que tá destruindo o país.*
POR ISSO PREFIRO CIRO GOMES",29297790,gAAAAABj7UmLQjalWDRWKBtL8cGC0eEpiO9oRmOfZeuk9E8DZDBZovb7YHaXwzGIaCCqnN3fNuneSYwujkTpJap6m0CmUUF3rAeCkMVm3rM7CxaNAVMx_54=,2022-08-20 16:24:44+00:00,gAAAAABj7UmLPykXPea2HvvoykBFfech5TS5bHTDyNxHlD3VyvRukTAlBvBt_9LQmicNwtGVadnU3EHetlb9V0Ui5OlAMzIzYA==,gAAAAABj7UmLbOTibylsiCD47F7YTmI3iGwqSrbvi5RXvIZr1HwIPv9_zsV5pz_WJtDzH9mS37k-YbPLrWnrqPPLhpAsNPzmzQ==,gAAAAABj7UmLYVUiKtAFIpzVbHNiqPp7WmqOaVBmwqjQU_1vhPkiLZU4cp1vWR2iA1678elANg0kBEJS76h2NhboFBGfiTjXzlXgloGJjttRHH0Bn9Zn4NvH_c27Gmzg3TUymacuupE6cNeWuwuTE29_P_KY8wWyRCke8cvgTHGbUjTU5NDiHnI=,2,1,29297790,2022-08-20 12:36:51,2022-08-20 15:36:51,2,0,3,1.204444444,1,2022-08-20 15:30:00,0.012359495,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'CarlaZambelli38', 'id': '1559574001927733253'}]}",gAAAAABj7UmL-Bs-7Usk2Z_tCJoAidGGmRyXzDITfK6NBWVkHUMouEJR7xbtdVu71OCxOUYPXhz4OEToCjikTmzvaEvXlAowQcTcFHQt3HvEFfllAEzZcD8=,@CarlaZambelli38 Faz o L de Ladrão aê!,1.56E+18,gAAAAABj7UmLA_HsIL27ScuS5tMi0UibiW5ckYY5IYCeb7jVbKahU4mf854yB83PjHljp2jAV4dHxrhnm_Ke8Ql5dMvMUL6YQw==,2022-08-16 18:52:25+00:00,gAAAAABj7UmLPWfARxQkFumincEho4hTQaXS1bl-N10GUPnU3cE7ul1_HQfvazmHWzP56xD2aW3FgOMR85loAPApPR_1bO4_xQ==,gAAAAABj7UmLsjArxmj1Z2Vg0-QMOuWAjyioITSavL2GOYzf0VLn6Fy7Xi6VU617ua-_dr7EazFJzxJuzeak5wG3igzXNEqwcg==,gAAAAABj7UmLvbILHrz2rRfUVAAJ09YDj31tUJVA8xaSbT50Bo8XeLl9N06HKip3uR3ntvim6ess9ERYWos-VZX55ekm_dmpdKW7QCtCnRGCBFjrKCP_pgcqfbrF5ICScEVY0vDdAJvJp7fgcbq7WqonB40wF0qO0w==,1,1,1559574001927733253,2022-08-16 15:43:41,2022-08-16 18:43:41,159,6,3,2.908333333,1,2022-08-16 18:30:00,0.20974486,0.01639344262,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 11, 'username': 'nikolas_dm', 'id': '758264276'}, {'start': 12, 'end': 25, 'username': 'DudaSalabert', 'id': '1004511711251099653'}]}",gAAAAABj7UmL9XM93ri6DhZTIaAW6W7o2C9bEpQEqf7EyuZBxUd5HY5_uFalpkZiqcmFHD2PyjUTm1ufunnciOe4si2XYZZt42Ts3RTJrXoT6EpADK0hU94=,@nikolas_dm @DudaSalabert Esquerd porca nojenta,758264276,gAAAAABj7UmLhjchMQyrW_u96sleG8WR-fScOTtKBMrajcndiyqQtlDH3BUNZXpd31IKhekeSRCzUEIQE1-hQBgPivhSHZa36msjt_XlLsDFs-rz1kZ2Kds=,2022-08-17 17:35:25+00:00,gAAAAABj7UmL5bGeJdSuHlevWtQoizpuDia4DO92XG8nISDth7HsRMyeDMCmT4DbcTbAhmPJbmntJGS2CE0ptxL6iSnJyYwtQA==,gAAAAABj7UmLrgZ_pvjvBAuJxIcQRx5CvdTlhGEsNJUh5KBMtkpwiDAs4hzs-8SvGs2kG8aOMdaw8rhoFXxXe6r3yiNFADqrOg==,gAAAAABj7UmLc2c-rNh26LNDKXWMMHk2ZFoknWVUgy2EbU3ncINK9FtJ0rq_P8zETTVpS4tztzLt_giuvrefkbul3aO4EhEubxWYqvEq_kNWK6l7Wmisx-PrYgcOlN8ZQkOBve_M6XYn4kdFefVQDv639a6SGnmJLA==,2,1,758264276,2022-08-17 12:54:50,2022-08-17 15:54:50,841,3,3,1.536111111,1.952983725,2022-08-17 15:30:00,0.9875925,0.0002994908655,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 11, 'username': 'rsallesmma', 'id': '971822131024748545'}]}",gAAAAABj7UmLMXtPEWha_Hl2WkCyCgLnx5Y95fir0EHdu1QWfogmdQ-zLlmbAfKiulnBDrI2f3T-dEosXmi-izxC_0-QxGhrHO63QO-cHFAHzZOoHDqPL04=,"@rsallesmma Essa mleitoa, é burra, mesmo!",9.72E+17,gAAAAABj7UmL9VivMtLej55_tvvSmnfq7K_RR6gmI0a2QoxuoIErFDpwWJ4QK-0qxZ83S3trgAqpjKy7t-gkSt2fchc5nBbzvnUIfquueoNYiWpurVCou54=,2022-08-23 06:50:38+00:00,gAAAAABj7UmLOZIcOxuKpUGoqoV0YOphBhyAseWPdSBV9juczUAVdMc6Gssl6t_6lbxc-WwML-em2ANtfgJP7-mOpXHT3BaZiA==,gAAAAABj7UmL5Yeu4itB9lTy5XbrZP2asAjp4aylrxpT80zBZkjmulnEEGILJxvHpKrdxl___haQzyDUF2znHt2g_e0E6Lfhhg==,gAAAAABj7UmL2YCsbyl9hxkWmY2i_iKAvXlmikKgu2xc8p3AdQUjP-rYZXRw-gn2oClLhFBPrEBeci-yanoasJpwT37LqPGktGXu50Nx5oBd5Ni2grKlH8-aaQrUmhGv5-ibSyZK0U1XoTY9s5rhfbNL1WbJdTQWnfPZi8qf2N2vQHa3BVcdsVs=,1,1,971822131024748545,2022-08-23 01:02:42,2022-08-23 04:02:42,83,0,3,2.948888889,1,2022-08-23 03:30:00,0.83683765,0.000594530321,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 13, 'username': 'lidicedamata', 'id': '52724814'}, {'start': 14, 'end': 26, 'username': 'LulaOficial', 'id': '2670726740'}]}",gAAAAABj7UmL7vgjRomWv4xK-xt9npYudupPb_U-NXSpSRKJdRlufzusGGNL8OBXDy1lFE2sY_J7CuEsFPnzqq9y4EsdMjLYC4INPROxnAZ49NamEmGdr4w=,@lidicedamata @LulaOficial Sim… só faltou esclarecer que ele vai perder no primeiro turno… 😉😉😉,52724814,gAAAAABj7UmLMCtc54ISTTOnfXMIynqChgp9JU32QO3ptwU7OSK45YzTFr6ANtWsxrveN0PWq2jfd6umEgJMWR4wo-GCgMe7tWoIG53NHV2xkalUsCG9i_E=,2022-08-20 21:26:40+00:00,gAAAAABj7UmLc8aOEqxoT9_mbWEMAXue5dmuvV5glbxdgdK9mRFZ7QcBOG1nl3UqQsRqq8qmHtho44ErTKHcOI8iA5O2WGpTcQ==,gAAAAABj7UmLy28mMTEs-e3fv85jDFqPYdD3HLVr9zzt70bOVoWYfLLdjctCCg_eNEuUQ2vc4C_uvqs79Fa4b2uWktUf70EHPg==,gAAAAABj7UmLZ8IFiB7ZpV20dGFH84hKhMjc1vALt2N2z6kw5oktzBsH-A3Whnr97wLatPjCz64G3rt_-IByU-o83i6rbqTW-FOTGRnLIiqX75EdxkBcR_lU2ey8FnxKf65GcIcjdAGgXuDrQqHY86rDIOdGixaqyA==,2,1,52724814,2022-08-20 15:44:32,2022-08-20 18:44:32,67,0,3,2.947777778,1,2022-08-20 18:30:00,0.0059678457,0.003003003003,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 38, 'end': 54, 'username': 'mariamarighella', 'id': '1220387710462021633'}]}",gAAAAABj7UmLDSWmZzrOmrhMe7C9Fh54D3K-_yPPq-aSbLZQIrNz2fKWEC7wCxilHYWLkeIOXDLLIxvS4tsd-WqrEWRAe0VbqLQBfb6Xjp3kwXwoH3D8Mlw=,"Abre alas e vem com ela, vem com nós! @mariamarighella !!! em Rio Vermelho Salvador Bahia https://t.co/BHJ8XdEHvH",,gAAAAABj7UmLlMrCNZJFcNEsM0J0FMJ0kWGYuN8Y60S48ySr7F-4GSI0ewkxdZXC_qtM8zcDCbzJrG-8-4XYi5jPdKqbGRWYhw==,2022-08-20 20:43:03+00:00,gAAAAABj7UmLFIBnm89-wABMxf5ASC7cXsrLOiU9-9hll8YVSPbVYn8ZRIf-zwzO_LeEzWB6dT31duLNlO_Ph7hP90KT7Z5B8w==,gAAAAABj7UmLXXhMACHb-hjzNXY4QiCytgyAIO4jcgFhOyJBi5S4jAyPnHMj4xb3tyZgztXarOE9A0p8K-EkHVQz5tM_S1UUag==,gAAAAABj7UmLPL7hgo-4QMerjDsqj_9x9En2JAhYmByghbpd5eygipq_iOEbzQazRfn2NzK7p3cNJe2PX1aXmDx5N6g0DpiBaRXEr5He1Je-P1oquIBEkCpYvfM3pTjebY3QuKNJn7mGuC-BLIqyfFYIYNTN6urfJ9J-VtjWjQcKWAKItEU7hYQ=,1,0,1220387710462021633,2022-08-20 15:55:54,2022-08-20 18:55:54,4,0,3,1.412777778,1,2022-08-20 18:30:00,0.03743696,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'GMonteiroRJ', 'id': '1073226183461011456'}]}",gAAAAABj7UmLEaRX2lN-vDjWJF7cc72Je9ngtWpCrCBGvfteThoHfgHh8IMGVbFWles7KOFeOm65K4X-4LfJprWOMmGriB14EZmle43uBNFSDVtoZQzTFDo=,@GMonteiroRJ Boca gostosa,1.07E+18,gAAAAABj7UmLMRMTQ1S_aSSLXCAFofNUmpJUHfxoaGkDGVaA2fGBWBOgPTgL20MY2BfbH3Sr9w3NS8szzK8vVXkoWw0kfJqmMHqA6OdvqKc39Eu19chapk8=,2022-08-19 21:08:47+00:00,gAAAAABj7UmLvV4SvMohL7rUbjlRrOyUYxbP4Ads0sd1SXCb1hQGANacD6Ntwc95wpqwS1MZRpwRrthhDFCey90inwiFT59TMg==,gAAAAABj7UmLGHDCkgQTNZbCJ3MxPvme8-JGVeqEZPXHLyzESAciXnVelVFXsuYkdJfnSVvlu2kHidZIQae4ARzWcEQmXCj4uw==,gAAAAABj7UmLQBUyPa6mWIVegfRBcKMD53eAV72EQ-dxhghFZPZQuc34D4ZoM44xY9HmYb35XLSJondl1_AoZKnVE0gSBgcyZxCZnEF_1u8r3pJp_BUxoVJ5757QEK2KJvFRzBJv1wXiVzCerI-gU2Qi2gaU4e48ZA==,1,1,1073226183461011456,2022-08-19 16:18:07,2022-08-19 19:18:07,237,0,3,2.9675,1,2022-08-19 18:30:00,0.9385478,0.0009496676163,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'ArthurLira_', 'id': '1086390169970884613'}]}",gAAAAABj7UmLmSPnklLjRraNnkRPn5DkslmlfMHu3-QErWD_vkadaBGtPK917-CZuYL32T8hVtXE1dxO5xInGEiBehrEQb3WauxdIED0XomQt1DxtzvETxQ=,@ArthurLira_ Você vai sair pra porta dos fundos do Congresso.,1.09E+18,gAAAAABj7UmLn7X50GmDLUdg22VmG-VWZqGfYattmXnp8Esg9iA9y-mXLYOAraxPCdH35GaFym3qGtUq2rAJep0e9DfTh3aMzw==,2022-08-22 23:42:41+00:00,gAAAAABj7UmLmEYYuH41p_KG59RfsBVeGqiqfet5VjzO9__WFPGMl2Hhg-ne58IJGtzDa2yQo6UfoBFhv8yyOnZYfr1Y24Kd1A==,gAAAAABj7UmLQElmHHARY-rja2OxHb0c6ZN-Y0SZiHj8Y7W-WD3ekKSa-Zn3rpGeBoDVTXAW293J0KwNO6QmxG1xp0Utk9KdCQ==,gAAAAABj7UmLhxBpGeieTarFFi7mJN6P-OGquG17BZzxrHaIhNmNCXSXf0mmXGPas7fCWh2xdLbpbripS2N_QV0AHLunsrCTuPHEGtFzR_tSEbh2CPqm_KtFVk1-WLM0jruBvc4dt2OVpJuLEq_goRZRyGgImHlzmzdf8pwbJrWaejJpWfNqzlw=,1,1,1086390169970884613,2022-08-22 19:03:23,2022-08-22 22:03:23,483,0,3,2.985555556,1,2022-08-22 21:30:00,0.0074453666,0.0009765625,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 12, 'username': 'RomanelliPR', 'id': '41271043'}]}",gAAAAABj7UmL-65m6V8CIq8tX6B8Jp6B6BZ7gIrWyC0ni1WkrTx3lAT6u8SIZjAtjG3VF2DD8zbNuf653e4sGGibnkACnpdHbZtDpfW831oSoYFAOY7D5fw=,@RomanelliPR Sabe como é…. Coxa nunca decepciona,41271043,gAAAAABj7UmLGzdXI90IGc5KaiAjVZDb_fE-bE5sLkVghFZKtoMw_3DFmu3LQyyLFiYJHUVZ0OpyzeRRX2bLXHUhb44wKB8xHSkDCuYFlUjKVLcrcV2zsbg=,2022-08-21 00:49:00+00:00,gAAAAABj7UmLM1oo8pR6orZbNP1o9snSUu1zxbXhcNBS09m0YT8wv4WPfa82eL2Kz1qX0tj2I26Y9twcM6NEfaZRkMXeZZXo_Q==,gAAAAABj7UmL5e3ukpfN8Afz269VE9bIXTo4CRDzxMVwqbVmP51EU1YaB5C7m3ITQBzXRFoM8HWC-oGC38JhqHiwNxDU0UJZkQ==,gAAAAABj7UmLhlPz8ky71LDHUFzESV_J5UonkSdX4Soe4AR9LQUM0KOd5iTb7owTmVzoJ1pc5RwYS1KcVCKy10Xns2XIlc1c2Xsmi94tx-zzDoNZ3iXqXZQ19ACqQ1eRpcJldgYsCF0HE80_QeLyeC_UMewuHM-11t1IAv5k0uj5dTcao0ACyB4=,1,1,41271043,2022-08-20 18:56:11,2022-08-20 21:56:11,3,0,3,0.4819444444,1,2022-08-20 21:30:00,0.02085403,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 16, 'username': 'FernandoHoliday', 'id': '97081119'}]}",gAAAAABj7UmLYLXGhDgXlKHghh4Q5L106DY3feJHv5AxFQy4dlOn7556u-VFhy91w6Hfq5ggoOA_UbUenT7GgRBpzd8mnlkuDRhV0qsPCbAUte9Dkry-77w=,"@FernandoHoliday Torço para que seja eleito, mas vou votar em seu companheiro Kim.",97081119,gAAAAABj7UmLhr0aIGpE4-9w6pzBhGSHbIZMDxCvMzmaApZ5Mw820dXT_-v18QfD6LlfkEkFQxJ-qHyJUig4yLZnNb5tUAKSMpEhFrHejU_-0Y86WeO08dE=,2022-08-17 15:50:49+00:00,gAAAAABj7UmL-IVMi3jFTbcf0we0kd2xHyd3ksYGgUK0IWk3GwHOmCr_zEcA3dZvF072hhYBYaHFt0Mo_jn9dumwu-E-Ph0oSGKjb3fPgc8Drrz-RAn5YfQ=,gAAAAABj7UmL9UO1L2R_BO0VkP4yODhp5PS6L7_Jfx6JHrJ2-atyGB0AMTByEtMy_88OR3u31gKEYbPHsySbEANvrsvExWHc5g==,gAAAAABj7UmLLkOKMqeC4OW0zeE5V2pSOBpmDdClqBqEoD69aof6VuQmi0WJbLyKyAE_FvlVrQ0KI65WGM5y1YZgGN5KtpUz74Ryl5y60aV692WxmH8cSyWjuW2WkczxZ5SgVmP7R9R8KWD71aZiUtWTRcNQG8Iqpw==,1,1,97081119,2022-08-17 09:53:47,2022-08-17 12:53:47,7,0,3,2.101388889,1,2022-08-17 12:30:00,0.0044548693,0.02941176471,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 15, 'username': 'caroldartora13', 'id': '1016697971843502080'}]}",gAAAAABj7UmLy9xo8YDXhwV3THIhP3555IPEuonlfUcrFBxQs9p2hBGYUBH8Tw0CmkeYgQMEi8rq8FfWOgop55PTLqworYjWU0qvZS9B2L3XZuWHTjMO7xw=,@caroldartora13 Acabei de achar minha deputada...1363.….,1.02E+18,gAAAAABj7UmLF5BJIdOu4sW2BPqPSw5d1A7zVY6-qogpMlrnf7zx1k7lv7hj9AcFrBeYzc2duJ-H2iUyP_A5n8vDAfg2XdNlh9UcM-3CvXeMJSpzXPjhtTc=,2022-08-17 10:20:44+00:00,gAAAAABj7UmLdeG3Lzy-7TG6UgARAC5mQ_Lwm1oZEkUHDVfWHA7Lz3daPbSD58yL3hED4TYFVazgpbQTH-t8dw5RjalzjIxWPw==,gAAAAABj7UmLE8Q8cp41tY2w5tZUkRkEHPOJ1q81junc0VLdaZ6ZyBWxEJks9AajKiABJ3zsgbGdJr4IzQmr_aBp_6poNyRTJQ==,gAAAAABj7UmLV6W28kF_dy-bunlvk4pCma3MFl1pJeJSuW7IZJBpXzQpWTwlIoBi0NTQJwb9oDcHlfLGGIDwDtm4s4izaX4AMtirs0K1l9uTtv_ywNSAaR2w2nEuVnO1hTequ8T5BfsaziR2j-7MPAhkRV8oYpUHzQ==,1,1,1016697971843502080,2022-08-17 06:50:11,2022-08-17 09:50:11,9,0,3,2.8975,1,2022-08-17 09:30:00,0.03342069,0.01851851852,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 36, 'end': 52, 'username': 'LuizianneLinsPT', 'id': '2666819714'}]}",gAAAAABj7UmL5kpqRsJ1ovG1CoD9E5hwY_2RGLS2qp1om3eQZupU8fT6viO0JuQYBwejRbpSA3whm2Oj5l2meDDZHwccuwpWetg8sa92akxuL3zvpXoo1Vg=,"Falou em Deputada Federal, falou em @LuizianneLinsPT 
 Não esqueça, em outubro é 1313!✊🏻⭐️ #Deputadofederal #luiziannelins1313 #luiziannelins #lula2022 #vote13 #lula13 #vote1313 #poramoraoceara #tocomlula #tocomlora 
#VaiSerNoPrimeiroTurno 
#LulaNo1ºTurno
https://t.co/D7yFbJD4SI",,gAAAAABj7UmLab2f81wMOsWH7Wa9xxFgKUGDj3el4CMnthRDO9zfYd4UUfzH1WmuIKP8_1y9y56J1vAnEwxlyrKnq_ZXYvyfQgtBrm39c9NTXhw_3tzTxes=,2022-08-20 21:07:43+00:00,gAAAAABj7UmLc1aybADA0X-8d_1JyvSU_fi0llbVL84fePnle1GQSHZDYbb144Zd66_M0zYsxrnypHzcgK7_qdH5qTahoUfL7Uouqq1L_3G3wWPdNQh51FZikVPI7CM2yelC493exNo_f2P1QuUhMNumzQ_1OVXkjQ==,gAAAAABj7UmLwN4PGQKgTVceDgmdt3cL4RVWCAhMZIoHknA82F93H_lwlW0EJLM1b1dv3iDdmhT31NgJIyoI1V-niq5gNjR9pA==,gAAAAABj7UmLEEapXBjPe9Y3nKi90Vq0TBcOnKJAUdf24CWW9Mpak0rl-bE-SDfhwyUdhtkCY0FrixpASR9GRU6_wcAUH8Av5HkbeBAn0s2nAdkPGuskBGJA-foMzJESYa4Lbn2pPqeUzHOmiGcAOGhzamWAFQzs2g==,1,0,2666819714,2022-08-20 16:15:48,2022-08-20 19:15:48,2,0,3,1.545277778,1,2022-08-20 18:30:00,0.0019445042,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
"{'mentions': [{'start': 0, 'end': 10, 'username': 'dario4e20', 'id': '125727969'}]}",gAAAAABj7UmLjyjJ3-GVGB9H5d62GTtXsKz6uUhd-PxKmTXqTDv2Bo7_CuypzoHZVAo44yjv9toaDHrM_Tt_uleyZonNdrfVDJbOs4KUz_bRRXdQe5aCWEM=,@dario4e20 Viva Dario!,125727969,gAAAAABj7UmLY7nhZSkQqp6CA2IcZ2P6HLTfPCjBRGMV_qRkeeSRNjG5uI5geaQbd2QuO9yy15yncsUopVDLiSAz4SNydJK5-g==,2022-08-16 20:04:43+00:00,gAAAAABj7UmLmxqCSmTBagCEHE-MXKOvVqoU-gjJlq05GDB6MlopoLfDgS3jij49ZKwxlOIPlYEaQ7uxcPc9gFflKR9DESTGOw==,gAAAAABj7UmLXrslp6q0gluJibjREBmgznqUWs3YNxqPcVdHrJbn45CMDQVmP4IMzINwnZuDulUukgIPm7kSHq28q_YV5xsdZg==,gAAAAABj7UmLxC6Ti303NU7XE602t0WPw-OPj1nJk8VApd5da1o3-5eqmMsgy6WrK5Fm5QmdX6fXTDoCL69KyPbRLAeR-hLVLaaTd41o3j_zceJKoMnbYRS0L6ZhkyChLGUpCwKhY144sUdLFlCIQF6p9PPPr3uWg1XIYFDKaKVC_K60Ervxh6s=,1,1,125727969,2022-08-16 15:59:04,2022-08-16 18:59:04,4,0,3,0.9769444444,1,2022-08-16 18:30:00,0.051726773,0.05,,../dados/processados/tweets_classificados_por_objeto_3_anotados.csv
