id,created_at,text,tweet_url,direct_reply,batch_user,hate_score,target_prob,violento_A01,cand_objeto_A01,racista_A01,machista_A01,lgbtfobico_A01,violento_A02,cand_objeto_A02,racista_A02,machista_A02,lgbtfobico_A02,violento_A03,cand_objeto_A03,racista_A03,machista_A03,lgbtfobico_A03,violento_A13,cand_objeto_A13,racista_A13,machista_A13,lgbtfobico_A13,violento_A04,cand_objeto_A04,racista_A04,machista_A04,lgbtfobico_A04,violento_A05,cand_objeto_A05,racista_A05,machista_A05,lgbtfobico_A05,violento_A06,cand_objeto_A06,racista_A06,machista_A06,lgbtfobico_A06,violento_A07,cand_objeto_A07,racista_A07,machista_A07,lgbtfobico_A07,violento_A08,cand_objeto_A08,racista_A08,machista_A08,lgbtfobico_A08,violento_A09,cand_objeto_A09,racista_A09,machista_A09,lgbtfobico_A09,violento_A10,cand_objeto_A10,racista_A10,machista_A10,lgbtfobico_A10,violento_A11,cand_objeto_A11,racista_A11,machista_A11,lgbtfobico_A11,violento_A12,cand_objeto_A12,racista_A12,machista_A12,lgbtfobico_A12,violento_final,n_violento,cand_objeto_final,n_cand_objeto,racista_final,n_racista,machista_final,n_machista,lgbtfobico_final,n_lgbtfobico,controle,lgbts,mulheres,pessoas_negras,n_grupos,filename
gAAAAABj7o7T2rJ5sYdRQ7pNtvhzFeVW3SNFSPsljFHgT3BbVNo8-jjM72TF3xP-AZksSiBgyooEg-aBmY-3cYGbiz9V0IxjVmSvriYqiuOyQZuCtbCdI4E=,2022-09-03 14:28:10-03:00,@fabiofelixdf vcs são uma piada pronta . o desespero está a milhão kkkk kkkk chupa petezada,gAAAAABj7o7TEe-U8VFDFwD4ZvmWCmfE6iexy9SYdGCG96NAiylTbZInoK2rmGbeIglvmHdwTS4fe8Nsonj8dG0VvcFXNl9Ue_-upoK8gpJvVGZRYGIy19_nL31tJF2_qvAvHm2lVxCGsP-otFzXEN8DGE6VfTyaMudz4rjIK_AQkAerDQ2ymvA=,1,81384580,0.66754544,0.4881563614736343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,0.0,3,1.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T-_0dy2Qe3MQSHDzrQmo3qW5NKsyeUIQUtcCph-I01E7uTvQmZSkxaOHX6rhEPZdRIwv2yX9T4z-OL3BVQfKL4hEJFKgWXHP04NuxOkwSMaM=,2022-09-03 14:23:10-03:00,"@fabiofelixdf R$600, para essa palhaçada dos maconheiros?Eu mando o PT tomar nu cu de graça!Tinha mesmo que ser o Sepultura.São burros drogados. Venham ao 7/9 ,duvido esses mulecotes aparecerem.Como idolatrar alguém que te roubou?
Só drogado mesmo.Jumentos",gAAAAABj7o7TrNOs-k9GdOhmntAVBdoB-xBs2wDHlmEHmOZfFSGtWtlHv2ae4OQNuHz_oU9mmJhTT3ojfL0ozLkSV9nyPvAsDDFB-ZoOJVw0PZwBeiG3rb6rQ91dU3h2vuvADgSZXhSOjTMt1C57ObosYYIorWMn2Q==,1,81384580,0.43051964,0.7335866655641508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T9VrWhLg-_56Ug1wtR9JudU0noumbsQ9Yn_QjkRMcjr0OVyaad_prug4l8V2zsAJAcDT_vRLLGROz5ohefLJnrCbhNb6NZa5i4s0tdF1X7u4=,2022-09-03 14:11:36-03:00,@fabiofelixdf Continuam fumando orégano estragado.,gAAAAABj7o7TmEdZ8n8dBIsysRyDibc32HXVv9k1-QicKr2-vhwEuYSnpdiKYqkc7R-Nxi40WWkKZmwU_v52MHACBjgCKGWah1fObmnfmLK2dhCF4Q6d7tcdn4AWc8mRR2CtxBi-g7upo_LH-u7XAuvA0Xsp5lOORfVddYJbIwdiAYlo3Hcclvo=,1,81384580,0.34100533,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7Tb7Di94pccniXnKAdkHfTI2IvB_ph3u_42R1HbRoRrkrWAmivAIl56HmK7FqBnYvaG8TGVNx4WUKx_5Sol5EgZu2MHhPYuf3rCKTPlYM8tl0=,2022-09-03 13:54:53-03:00,"@fabiofelixdf So troxa ISTO e a juventude birroleira merece ser robada denovo..
Ter seu dinheiro ir para paises de merda e aqui tendo que Pagar o que foi roubado..
O Burrileiro merece",gAAAAABj7o7ThJ2Dni5leJV9SOWwovxdW-OSQMBr2I_DIHk7SB52Ec9tpaNdXPVopv5w8p_tzpRUC_uy3EG3Q6hePiHi3-IzGeRYuhsb36zrIkxDZovehJhx_sLNO_7z_na_PnE5LqmZtItgU4TXpnlhqrYfO71CtozQkQXFpF92CIdYpUw48oM=,1,81384580,0.53269666,0.9999933132187268,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0,1,0,1,2,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TUyU_5ROUeNHM5PMFbxteqNq1E5eF6_7-3Dd-BSD0D136Q8J9mcM-KFdTGzCIOagbr2WWnmZWzm3us_vkzhMd1A6irNvtitihR53zbrle0Ck=,2022-09-03 13:40:25-03:00,@fabiofelixdf Ei nove dedos! VTC mil X https://t.co/pQ14q4OUaE,gAAAAABj7o7TsZweF9rZZkX64NIolbwwy9KoF0DSuVGXMKQv9IKOKjF2J3Rc-aveC9R-rmdckKlfIPeCZUTAQjAGJoDQIl66gjVMMS0jBFUsFF3nHe6PuBcZH6ZAkvDAQiPzrN-uSAQnxcP8hauZCIfTXZ2hSBPgzQ==,1,81384580,0.15954526,0.9893145788935542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T8F6bVPmvGV_cZ9sdX8GWceMRQlcso7juylyuJ8uH9s70ahuBaGwPz99f5-KpPPZU_Vi9bgOBlYnoWq6gBuLiKYienAeFzcZSc3HhP8eVCaE=,2022-09-03 18:08:37-03:00,"Hj no maraca tinha uma porrada d cambista oferecendo ingresso p gringo a 300$.E torcedor q grita e apoia fica fora d jg por falta de ingresso.O maraca ñ é ponto turístico,mas vai se tornar se essa direção de merda ñ fizer nd.É por isso q vtnc @marcosbrazrio e landim nunca é d+",gAAAAABj7o7THRkEInT9DK_3wr9hdPaVu8UYW5PBGNnrsD_SnUmkdyPefxO6JMegIKeAFxjATG9cMprVMwa5XwXmvd1Jy3nuz6LAF2cGg8oYqV_zw89Gu2Ac2VW3_QUrJGzHHQHnB0aXF_GblEPrL-04qLxMk1kTEQ==,0,460343731,0.2552739,0.9999980168077568,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7Tr6jrgYq6a33R7VWVBMi2JAg5h4X8pTYrqnXXie5rxEw9iuPULVSXEz3M9Wt8gDB6_DCFpM3z-ArlEva4OO6qKFiA2lXy4851NkwyBmWFEFQ=,2022-09-03 20:20:59-03:00,@TenNascimento Grande bosta,gAAAAABj7o7TjNQ15aDNtC7A73bjSdF619dCB-y3TjPre8UTTT8FCjldp1u1QjpBFp2AXh1N3Ds9DXjLfJuUGClqwMUntO1fZjxuLQGEcXU4kIZwMo1vk3zfWgSy8hWpJCaSJu3ZwWqQMlpuhUl6fAa1o8gkQx95JO1e2_zog900MmUGs-CKx68=,1,1095356045881417728,0.8363796,0.042805307702873,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TnC-RwbyzYqo1DOmpFwhQZFgEyoHcBltOw0bBm4lz8cufX33pFMi32ulEBQ9bVM5wzttpcfydpbg9onP5Q7x6KfhnlvnNwGhNJgHD1f5a8uY=,2022-09-03 21:50:13-03:00,@Biakicis @taoquei1 Chora gadaiada,gAAAAABj7o7T2gkDGjRFByUf87n0y2aZyApGehVPJ0qyjSeBVWxhoIUAKiFWSM40fVijRi6gY-9ig-ZrlYS97FvxOVY4hrnDYVAEDRZaBRN49nyODNMsv_PPBHkoj2HzSzESeogv12NGwLB42Y__Ssyv4maEQeICYwpVdLP4cirm6wcZsMkiaJ4=,1,357030742,0.9009452,0.3426706706112698,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T-VwI-PVoqj6kC4uKCaev5Ie2pf8nNS4uwHkidSmPQC0ymf1GlaORqQCWaiD4thTniAR9aVY1tBalUiNoLvgtoy3G06JeCOnhqHSTonl1l2Q=,2022-09-03 21:53:17-03:00,"@CarinaBelome Campanha tá magra, mas vc tá  gordinha.",gAAAAABj7o7Tee4Gl1PsaT-8j5tqBwKr92L_jsTL1DNc3o7wEW1WWslaQQy32qnG60KchRRLVZT0aWZoAIh5OvE18cggHXhDdvWZJocxpHnzPu1-nydoxCcmBzeMxrJnWqT1H5mim_NI_-7TLJlHM2i0_PzS0rvc6Q==,1,1238554035092930560,0.27654836,0.9992010973084569,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,1.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TS4bVkyuRlkKuvTYFGzImbyKuIKN8NE_jY5DAJBlyo3uiHPAFSOedPjTTliBreEMeX1U1jjQ1tV5kO_HX0ISU1gdkLswX6aLnWlT8qM5L2a4=,2022-09-03 23:22:51-03:00,@fabiofelixdf @MST_Oficial Tudo drogados e sem relevância suas pautas 🤡,gAAAAABj7o7TesS3Argb5hXzk-ySx-sM78MaWEWhvDmrUfM_TlyreL6OZNBfoDbPpOy6h_VK09o_xUTtK_kFFCwbFuoXx7adzWYqmaXOtXTOdiWnIX7_7rjC_h0rhGEjgAnVYp3d-frG3k6lOM745wo-FfZlrSHTEw==,1,81384580,0.28871343,0.2102581104425566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,0.0,3,1.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TasU3NmAXVq_fXJYCX1HUwl0ewiVZTokIrvJug1gwwZu6KDaJaQToWU13IaUmgDnEzqdcysdEpXu9GqNpM37zsU8EB3fjwtlg7Z2i-IcJ4ic=,2022-09-04 01:22:53-03:00,"@mariamarighella @acmneto_ @MST_Oficial @lucinhadomst O grampinho tem medinho do mst. É covardezinho e ta desesperadinho, o coitadinho...",gAAAAABj7o7TxKX2uGVxYIFDaJJ2o5_EuJu02YXyoDxX0uLEXnygoCT69UnNKnLL_U51VSPM9ppRrzP03mZhB5vcTR7Ro1LdL45QGAZPMr53RHhooCOe-HDsfqUTwSa6dg7hcBbEV2lP5ErXQ2iv1aTznMkBIpcZwhRzwwHKL3ZFYi06Fmz9PlY=,1,1220387710462021633,0.44561794,0.8102207741984561,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,6,0.0,6,0.0,6,0.0,6,0.0,6,0,1,1,0,2,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TNHsOmpqJYiBZ3S75RvUM6m98GNBKvNzHUlVa0dX382efcZavi1pzj1rLxEYGiCp4HRsjEW_Ouw1HI0khEjI3GiqWh2FNfj1yCwrSp080IJE=,2022-09-04 02:11:08-03:00,@rsallesmma @Zambelli2210 Isso é coisa de PTralhas!,gAAAAABj7o7TE8XSKSt5wDM8vvYdlxz6JGbrj76tjoINoiujRON4RxIuZsP72pxjweZp1vDkXUUK6_-hFIX9omcwADnXTOXNoyGIv2laBQ319YRZ4Jsvw7trHBDcthoIWC4HlfsJYeXSYozFbYFvXXyKQW5_zfmyouskcinpH2sWD_KoKzH3XKc=,1,971822131024748545,0.7209631,0.019521236037588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TStD7lWqWhvmTAVkbUL8YdHMHCincJeA8M5U9gy2n97ODKqj1DokEr8qhEtmCvZKfnugv49UPm5sjLuBlk3iRatGnw0ZycDosnOJN_wBgLiA=,2022-09-04 09:17:31-03:00,"@Izalourenca @LulaOficial Bom dia, deputada!",gAAAAABj7o7TDO2ZrAN28Sfm41NJu4Kup_9YhHsh3avGUG1mOGKoAwXAuZIoHTE31n1CTWeE1q1mplL9pZfOQ1XQOPT1l_E3YlrU2hQSBodlOq8Efs1wwAwEEQAL3HNScdQzq6nPZ-7QWMk1yMmBgREhmXe2KK_u7l-BavHm4fpE25ey-t4Atd8=,1,1000724258740473856,0.023638243,0.9991963315326856,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TbX0dn8MM0F44pukMPEx4MQIBqY5Vibf0InOG86JWU9_3XTpnslWwajpW3qowm20mY2EE7Cfmx2j7z4ASWpQEZF9R2RRXI6g3VBX9w1VUxxg=,2022-09-04 07:45:17-03:00,"@Safatle_oficial E a globo sobre esse assunto, NADA!!!é bozomerda tá certo,globo lixo!!!!kkkkkk",gAAAAABj7o7TVXViqR1vWDWiGq3V_-Bk-5z5290t4ogHrO4nBo6M5wHvN38hfib8NBUj6A0U8GFhKCZnep6rkwu8iX23OVLIMoTYQaVmZwds_joZskwHYadjNH1__yT8qhLa_osmGPKFUfwGXEg-6Qon42sj_DN9G1ipRwpUweSfMjSk6f4W840=,1,1543676355170164742,0.26508865,6.541824411834872e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TpG5vwjbJvPI0oS6YRxvHHHfBl47v1fbI7juMow9e6SqGRHGMMho1jgJVex0oi7Up46RuwrAdouM_wo5X3Bth5BDP3yOwvX353-jYrCKg6KY=,2022-09-04 08:33:55-03:00,"@negrobelchior Não pode rir, nego KKKKKKK",gAAAAABj7o7TfHQO1VKUSoVy_hx47lP7MhkvmBChplFxQsGuQiOEbJD5R3LoWJvQBOERl8nX6GddDmLMa_s-Z4c1wFbvMZS3aJmJKc40O9yZ0fUEBYc-CjWnvO3wzjruab_VS3FKM_LcSl9Ein5tLUwTkBhtOG12kcBZ7-j8bWqCfkKzc4gDDxg=,1,70042771,0.67615485,0.5771275054042303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,0,1,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TOySfvApTRAyZano__o7VoRxUUOzff8NKcG00bLyjcCJbP6Q5sTntme5x-3yEq6YN4U0hYhGmdZ_zaPRsapNxBdHkfj9nNS6TdfkiKDPXgew=,2022-09-04 10:21:14-03:00,"@jfernandaBrasil @galloradical Essa quer engajamento, porque voto não quer não",gAAAAABj7o7TmeDOtkbFEcPiJziVrnkgWhyzYl2qq_H0f0U2XIwqUfPDvIOfXr7PmN7A4XRHqzEVsXW3tFYazrk8qlkvfw1IjqH0Q0h9jcvM_K6y3oDF-S21H9VQdZr7Ir7Boa5bJ5qHvqtWXBK1yILvUspcwo8lSA==,1,1261676244028067842,0.013690288,0.9887213356817316,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TP24DiMAitRjdXxpWh8At0jqO48OC3eBtPUFbl8RYLRZUAxaTOgrvOdh91FdTIBC-nlJL5Mp2KzEH7-_WkVIM22w4kUlr9k3_DRnwHJkFCI8=,2022-09-04 10:14:20-03:00,"@anarosa_ba A porra do soteropolitano e outro nível vei, até comendo água e politizado!😂😂😂😂",gAAAAABj7o7TSw1MC4_HSVyoTeTpMOTbG7bkjWhW6DujSir2pb71dYwf-hjWnHwOjDDsrUy8tND8OxWogjZXfvq3S2u04QcnmvJR_h0l0saniNRc9fqtPIvKhM9c9sz4NjvDYpPMxSTzcw9TyJMBxhL_WgxCKwkiUh9gjwTVvre4ZOUw6J4H6M8=,1,1295858900605042691,0.7792308,0.8658778569411754,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TshzkHBYnx83p96kd9frh1mvZ4gxtxfWZ5r1ygB-x49oTK0d7Ev6J7AXdTKs-2kYlmuNqToXIiE4VHUk5yMCnygbBAxuLMlRswGFl7WHj5iE=,2022-09-04 13:10:43-03:00,@beatrizcaminha @JanjaLula Kkk piada,gAAAAABj7o7TQmlNi8G9cZlgrfrp_fAfu7FTa29l1ByvmEtWgj6NXc4xoIw5M152y1H_Q8l8pINDa5t3tHtL5C5c4R0UbnGJYFempQyFBjqoO6gmoZXdkuoT8GDw8kunTW6pu1JUoXyhAVqBhaRWE5aaLvQH6t6msAJnOrx-qlzLl6doUzwJ44g=,1,1064502847604183040,0.32632786,0.981707309900944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,3,1.0,3,0.0,3,1.0,3,0.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T4SVUNV4UZ1lGgQJ8f_dZVJs90aPGMLac8I_Vso-cyIT_2v0N-ps93RWgU9O6cUkc7LJx1cOsTS8ZcjaCW77poiIeIOvI-kJcMddv-l1QfXw=,2022-09-04 15:08:59-03:00,@depjorgesolla Essa esquerda é muito vagabunda.. deixa de ser pilastra a culpa é do Ministro boca de veludo,gAAAAABj7o7TLzRWY00Ep18Uf0KMKzm0Oz4cK3Rv_auYU-jl2x1fAK9YRrPjsjIwhCdmxVOsWLQ4sK37Ji4Drza1-vJQhwMe3jQpTzAZIdJLtfNlauGRk9FUZdkxZJTCZ1vOvna1FyhIQEcVPu30zeXer7172fXumtwp2KTUqlNbn-hu9YFNFPE=,1,2605560932,0.61265284,0.015225406511947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,1.0,1,1.0,1,0.0,1,0.0,1,1.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TIZOaJBwS6nhwwpwkF9JsfFv3e78NYjwLQoY2xiA8HvzdD8kKC81ZYivQ2WLxV1VPUwAedzOFhRL42m-hp9nayKid_fHAZyiC2X6RGIQJnqw=,2022-09-04 14:50:42-03:00,@fabiofelixdf É amiguinho do lula ladrao esse covarde do Barroso,gAAAAABj7o7TvN-KO9dv3xrowLT_DXT8J5mVHnRlWqBGp-mzPiFaZ2EWKEFgjUu5NMMXZELqK5OgPdgT_4jbP9SY_4s18AgkY0dx0O575QpCXumsRoVaOt2ts9_QRYW_BJMeOQ8VAIbnUVt0xqLV1hnxSl2PfWr87A==,1,81384580,0.4673972,0.9706700384164746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,1,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TA_BgTTaNTj1bYzLXyhh9_NnIo37rL2bf7zxD_vHJ4vaITPZW47P1fnXb7Yqio--5vLbho__8BUx7-931yXnYxH8H0FQm8Y57vM25Jujbzgs=,2022-09-04 15:00:52-03:00,"@cabojunioamaral O POVO DA ENFERMAGEM, DEVERIA APROVEITAR O 7 DE SETEMBRO.  #STFVergonhaNacional https://t.co/KSlPEsNwIA",gAAAAABj7o7TNjjajt4nV6T05CkTygvU5XdduTKgv0RjIf2PXNs22UTp3p9Wf4AC4mX1MWHBAZPjRtAP4AcNOMEFb9Oh-ersYPLgmNjWIVT07YQGqh58S1dvzQr3DdQ9N71998BWh7-rkCDFppv98EDN3d227dgqIqCeMOsNHSeyF-YoqQELGNY=,1,917727546615193601,0.0019410666,0.2435813225427525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0,0,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7T1msIpRdjGqmAlwRHPKKvjjIFoVI-Vnh-5fflUqxo7q-WQCyiQFhk1NvQPJ6p4g9vXSxKSbPgbCHcG9tuBF-YwXapPEZGc_-c2xaHmaQtitM=,2022-09-04 16:45:27-03:00,@Larissafgaspar @lolaescreva Que lindeza 👏🏿💪🏾🙌🏻👊🏿🇧🇷😘,gAAAAABj7o7TFTR2qxCki1bIAYbF291TAQEhWyPIr7b88_nFw1ekoZ_mMh5yHumROEKDm6QaAO2-1y4CMLJDN5HKiSQl_nNyfWoTCFQUexJSZeLtX1ud1Ctog4o2WG9pub0hQ0JtA0_rgCC4KvMuEz-2yPiEj-SOpw==,1,132480664,0.24052848,0.6679399900840043,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,1.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TuNjQnBpgXEccHderI2tfO-TcKJ7OLm3ptvSnLcddSMEkW6smpEICu8XgW9OUM1OU6SpYDbNxVBfcD8gNUd9SbTmCDkzpt9_RYtKDsEqaCQI=,2022-09-04 21:42:26-03:00,@RaquelStasiaki Safado.. Por isso,gAAAAABj7o7TANRhqYjPfB6YuH-gFMoZEl0f7I3Ir-WIf5Ad4pPSZorPTEonQdxwxMlu4gK5gKpPHgEiP2hOwym7pWRatBOf55qSPj4L5LY2IqiEvCHLhuaayrysp4MDPhMSOdPo_bAVKYKG4SHClW2L4JyuFnsvU5R1r2vk306niB0kGCUV17o=,1,1000004748177805312,0.62173086,0.7486507968104027,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
gAAAAABj7o7TNjQHL8BLXZ1N9z59sa6z6qGX6kMJhSrTryx6YKwPh2YVOz4dtHwErJz71eSZLvoA9f0St80f9p_V_G0aSg8YJtcbMWifDw_K8eIv_iF4Iic=,2022-09-04 20:07:47-03:00,"@FernandaLoubac2 @LulaOficial Arrancam o coro de quem trabalha e a alma de quem emprega. 

Ou da a parte deles + inumeros impostos para sustentar cabide de emprego no governo para inúteis ou quebra.",gAAAAABj7o7TLfmo5lnS42ZCC0pc3Bh97yVA1QVMlIQhUjXDJhL3cv08rjKBK_yftkPBSLdEosgFF49wJKTrCI7cEAxokabrRYkQrxKIg_KUOKpoLGz6mctuOH61-ybqIz4AIc0fb6rMojDmj43B7oxrD1DIEH42y6ZAUxh5RwSWcqOsDW1jYv0=,1,1125416190199967744,0.16438054,0.9997614374206476,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0,0,1,0,1,../dados/processados/eletweet22_tweets-anotados.csv
