in_reply_to_user_id,text,created_at,author_id,id,entities,author_name,author_username,tweet_url,n_mentions,direct_reply,batch_user,batch_start,batch_end,batch_tweets,batch_errors,target_t_win,actual_t_win,t_win_weight,batch_time,hate_score,target_weight,cluster_id,cluster_weight,not_the_target,filename
758264276,@nikolas_dm Covarde!,2022-08-30 06:49:35-03:00,gAAAAABj7UmLaNCE8RvrpfzyqkIQopFyKNQLTHPLVopI8XhQOONptdKH3ED6CFZNK5JmKlIbbBpGDpYfgCiFZlmifxDICvVIZw==,gAAAAABj7UmLep50gjOEOV98l9p28xKvCqoDAffEL-2kgLC7hqDRFCg2sudBkVJIBWCQyWgOGGqJtaP-7ceouhAypKxKAOXIh0J-2GpD0DRi5Acve4QFIek=,"{'mentions': [{'start': 0, 'end': 11, 'username': 'nikolas_dm', 'id': '758264276'}]}",gAAAAABj7UmLXcRpD5KBFv6OAjSCq4qe4dL3UbSHjd7v3sDb3FsQc4UR6iIElVTsUhJrKXXt5iEKN4msXm7eTJJ8o56BF-oneA==,gAAAAABj7UmLrLhuoiGOOZVUDKz9G5Nz6ARGzctLMAzyzb1g1zyQDFcyKLsPx-bJqtwDrc9TMGHJDt3MXj6E8LCQ5so8I7p0cw==,gAAAAABj7UmL0cfZCg5EtcjE5SPAFQBQ4mfKM1A1UzCv2GFXUQOAKQNpcrZeiR5_jp-hbkhYpaF0HN7L-8le7CASKi5bN8a5iPzgg_MKFmLkMGWY_4rUW4N1k6ZER2HxF2uhvZWwmlrMQZrpLO94a5hjMLB_k6uEZbqN6nm8rxK-obQ6shVhADc=,1,1,758264276,2022-08-30 04:15:31,2022-08-30 07:15:31,637,0,3,2.997777778,1,2022-08-30 06:30:00,0.35447648,7.47E-05,30,9.62E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1198004545,"@AndreJanonesAdv @AndreJanonesAdv exemplo de parlamentar, moro em Colombo, região metropolitana de Curitiba, sou filiado ao PT, pelo pouco que te conheço pelas redes sociais, percebo seu coração com a população Brasileira, seu esforço para ajudar o próximo, tenho um sonho de te conhecer um dia.",2022-08-30 21:19:07-03:00,gAAAAABj7UmLIHu0idPHZXyGM5drEB-oji0iCpi98BGriESLtJf2ojsvAt5kYfi0WS-5X2mgUGfBAmncJc9KcR8YkdWW6jpcrKs4EPLdfppBrHmxD1Vpucs=,gAAAAABj7UmLkyndF_ZnxnSuZgXz-mqkU-TI6YRFKNvZAPHxpi63wty-fvCasVX0sMPrPvrPS1Mm8C_wD7xyrSsqf8DTtzrqKagO3L0Yy-gJH8ckFJaip8w=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}, {'start': 17, 'end': 33, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmLUwh3jHJ16D7gM3a3EOFzAs_OG3TiyP6SJXtx8c_SjNO45VQtY9A-TPfs6jT7Tl-2ZYWjVwvxtmgMHeUt5z8Kww==,gAAAAABj7UmLd8GuR2kUKGfrjqIOqK47PF5sR5ZgkCbhYu82HtCzhY_HqjtuDKUXHGw8H9jQKQGNXNBHecvnK8BNJ1IYphNTRA==,gAAAAABj7UmLf0UM8lYUjdMMJ5NXRXf2eGNEQlpM4wv7WdKATguLu00ZxCLNEaVdQJcexcdKniVflj5bVz1QksK0R_Laob2gk8sj1TnM-U3ljrMZLSHMUGK2-b-VyWKYNoEhzkP9fvj020KRCj21ighWH_CnUbEzFeYETmaosAi-eWo3qyvoBmg=,2,1,1198004545,2022-08-30 18:59:33,2022-08-30 21:59:33,838,1,3,0.7013888889,4.277227723,2022-08-30 21:30:00,0.0010614581,4.64E-05,26,9.95E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1543676355170164742,@Safatle_oficial @Haddad_Fernando 51 em dinheiro vivo!,2022-09-05 05:51:17-03:00,gAAAAABj7UmLjBcVg0w7TgPSD00BKvifhAFcxvhMLhK8_3EwNyLvs0PUebgm7xKUjzP9ZrLa9aiPNOLf_COXpWuREvK2dA-KKw==,gAAAAABj7UmLZsjaK0YKYoBUn1cYa0r_uekiThC3r8n19Dq7O15QaqTcnaIwJGyvyMQwwxwKNxkaiwSbxV57iXxviZjf_4nc1zSmq6XQyDhDzK-A_tFpopM=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Safatle_oficial', 'id': '1543676355170164742'}, {'start': 17, 'end': 33, 'username': 'Haddad_Fernando', 'id': '354095556'}]}",gAAAAABj7UmLUbyCxFqJTP1vweG9ky1AyWp2k6LwGVEzYeS1iVKs6texDnutPk16Gcc0g3xMgeYMX7D8Fhb9jDbhcD1H4k7wnNZ7F-jYWKJx6Sn9aKHVzvY=,gAAAAABj7UmLtYWpF9z6J8LnUrv6Ovz_bjEPIxhbY3az7nu2m7SWuEGy8jLZHJVFjXMI0eTK1G0FiQXSixpSxzVU90jnj2U6Ig==,gAAAAABj7UmLrM887KOXOgG0_d-wUSVOBcbQyPFe_0KJfNk7esTXi_ZPyJterqQzt14vD4FG_Cjt6b_-332t8GVZmu53fojxcKQF0AMlVbxySA7l7sJABUtgK5dS4hzsfRKYvZMz4mqoQcuYgujnE-qP0kPinMkGqg==,2,1,1543676355170164742,2022-09-05 03:40:55,2022-09-05 06:40:55,6,0,3,2.771666667,1,2022-09-05 06:30:00,0.023181856,0.003278688525,1,0.0002326663564,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
71456987,@tuliogadelha Achamos que a Fátima fez a melhor troca que ela poderia ter feito nessa vida ✌🏻,2022-08-25 22:06:50-03:00,gAAAAABj7UmLYfdnQINI-Q6H7rnkUk7zuDVUqaDqMMKjGt-x7vrmvKMbuB8ctI9ssq879YfcRJuOt85XM6obmaEllDgA5dRjeVKyD9mo7QP33peahyF1p1M=,gAAAAABj7UmL4h6qA8ecHcKmAgq_B-ph2dzXV7NHmx0-VCtyX0TZFxA-qtQyGbzQxqeR3YkPHIW9marlVoVbgqNjHMgrwZmDJ4qnjQN_t3BYjLMytaxMX8w=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'tuliogadelha', 'id': '71456987'}]}",gAAAAABj7UmL0Lnw4psrEMqX8WSIByTHHgBxtVSpujTCP3jipNccLDQqQPVIQQQgEjMNkyNUqhXz_2WHgg0ZJMAA8aayAKAHI7piEpbHFTWQk9XLIyeIkJs=,gAAAAABj7UmLr_t-qGCoRd97OClkDaEwF6OmKPGJGJZBw9hG0XE0fLzAcNDLV8X59bZJdEOeIFI3Jh9HYnA_Di8VoJrUQsM32g==,gAAAAABj7UmLSHKz_9gyrG0CmCp6dtCBngUYUsThQUy3nL_ENw-j3uSnUM1wivY1dwlvxIy8fnJhVCwFMswGEzKEjQvwgRS-uKFYpx0OjSuAV72Q8B7O4cjJ_tBKkzWyESLl0-ooEa6arh9dlPJKWGT9ahDnwwEgWcx_f6-T0rxvz-uaK6AQW-Q=,1,1,71456987,2022-08-25 21:50:49,2022-08-26 00:50:49,529,1,3,2.993055556,1,2022-08-26 00:30:00,0.009503606,0.000349528137,39,0.0004214075011,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
758264276,@nikolas_dm B 22 cravado !!!,2022-08-31 10:38:00-03:00,gAAAAABj7UmLr2waRO9m7Ni8CBHFt1AXemkz0WI2O8-ySQ2PUBwOIFqz7l3X5siOTMEjWqViWUhEPN-PkTq9-gST-NRyB5KeWolKf4j5xxOI_iD3bzBp7Vs=,gAAAAABj7UmL8OcegEO1AXpCqA2k6BYoIo0KNN4K9Ec71lbejskdAzfF6z2pLiOp2i28lnseqBZ2yYURVrEJcIKKA8oYzNcWZ9CCpwuwm3fQdvGJ7zCGPiw=,"{'mentions': [{'start': 0, 'end': 11, 'username': 'nikolas_dm', 'id': '758264276'}]}",gAAAAABj7UmLkygFNyOs_o1Ogs8GFFxhEfaY8zmMb_NUbAftt7qQfGvo8uzHvBD-qT0TEO_GZROYeQH5RGKUmWve5dd9BAvwEHReEBcJOk19KIfTMGeUMSXOZfWBmNFUJ7w7iICvtHRV,gAAAAABj7UmLJxgo7444Km2Fe4RxaAflSUenmzIQ7pvVBPenLY_Rx1jyWB_op1gkqkslmKrdjEJhfVzAaTcjLb2X6atxWCTk7g==,gAAAAABj7UmLdcSHTTQx6VQY1thDfvb1sJScd0RC-ZZy0RwEEVXz45Rncu847gEgmnx5tDSuXxzoe9Fa8XpbYI4UpBpQrCOeIrAFIB6ZAL7off0GeZA5p0PTCKa2hGsDAeag8AJsD-row5_4RahjYm0wsbx762N-pDueAVAQftvNTIHz_zmzdKw=,1,1,758264276,2022-08-31 10:11:14,2022-08-31 13:11:14,533,2,3,2.983888889,1,2022-08-31 12:30:00,0.07079478,7.47E-05,27,0.0004692632567,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
52297557,"@thigagliasso Thiago graças a Deus você é uma pessoa esclarecida, bem diferente do seu irmão!!!!",2022-08-27 09:06:02-03:00,gAAAAABj7UmL_dRDHT5enrKcyfjLIZsut4M2i_z54qWBOfGqGgj2Pycph1CJSXlJG2BI5MA2LsLrtMR7fW-6TyyNVZRRw0cr_w==,gAAAAABj7UmLy9I06Gp7qgMp5UnyepcFgX2bkv9pmI9uj2J_TZzX6wCrPL1tdB1Gi1ZLcjg-ppEuURcbr9eeLZ2YQ7nfi98rvl-xq8Mp2gfkHvY3_mTGVdY=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'thigagliasso', 'id': '52297557'}]}",gAAAAABj7UmLiY8b9UNNHzpfa9rQ2qDK4YtUr4wsX3d5ZL0clwYm1XdGIOcYi6g2P7YtFYn0oHNUQXxsOkCwZOkrwzrPXnqaYrek4xM0qQkn5l08dovRLxA=,gAAAAABj7UmLvbt0s2qrc3tP7n-HRSwTZwh-0K_xEu7eXAJpY_TwvMmSyQByaDVABL3LC5iX_QqjN8nqGiArNN5K3JmKYKa1SA==,gAAAAABj7UmLP5P9f4MVohp4ufjzMCKeGIAnLAuK3YUJ_CsevTEo82HWQ0aqmFwqML2zh4kTiV-EB6G8ir33rmVSlrms8ioBITNyUC3uXrZJF9mrjX0CwZt61P1tCCVHbG_gK5mj8RvpeszIEXEodJe3whjUWBu4Bw==,1,1,52297557,2022-08-27 06:32:31,2022-08-27 09:32:31,847,0,3,2.260555556,1.327107397,2022-08-27 09:30:00,0.013719526,0.0002557544757,12,0.0003373819163,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1.16E+18,@AlanLopesRio Cai a pqp seu bosta,2022-09-04 16:49:44-03:00,gAAAAABj7UmL-Dn5YyjInj9QNKm4ry380BRCdSM7J8qeXzHcGyAkG29nzJvVinzZ-SSD0dJT7y8OdPa-fl-xIQjWve7nbYkcgQ==,gAAAAABj7UmLmlRcP_iKWXnAov6Z_0vViYj2sdaB1Um6GPw6BXYSCHll26G49buJcMxf4K2HZ6kZvf6_BZtS9qwcF5IgPpzRYSLg3uNE9eCnQXS62bxZXwQ=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'AlanLopesRio', 'id': '1157984524116156416'}]}",gAAAAABj7UmLvvUqyfbgLNGZrwIv-vDCKptO4ew-hVN9UADYfx6B6yZDzrpDEwSPPsD6kxE4uITcSaCQ7Fz_krdhct-kmMnRS3wBlanW8XjvSupUFk3Ux_A=,gAAAAABj7UmLRGW-amBY7FC56lQICdfYWKguRu1f1mADm5Q50PQf1B7OqwNINn7q5l5sJ7IqZnYR-mk7D4GkoOIQA_p1Zl9nig==,gAAAAABj7UmLLArvNBy-oycqxV3RxtOgdn5_tAEV08gki7Vvs6p0AmlJvuZrQY1f-IEnfsobFJnjDPcztJrzBOHn3NcsgPCBNI82rhs_pLvUEH6o0UpmcDBLkhrF7LRbEQgK_yph6jIHIv0J_Jps2-81uuy76NEt6DHSzno3cWfKxDKoa72WxKY=,1,1,1157984524116156416,2022-09-04 15:47:51,2022-09-04 18:47:51,232,1,3,2.988888889,1,2022-09-04 18:30:00,0.92843944,0.0004782400765,17,8.96E-06,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
78148969,@erlan_bastos Vai kgar no mato,2022-08-29 00:00:58-03:00,gAAAAABj7UmLkt_aWVQnFEEE75scoHUy0YGBTbbLlP5eu2MhKXaLDYymUrSrzb0SnibcJSgM6Sgvm83Q3Hgf6-Vgspi5pDeO1tbQc-W7SXyRXhLp_Zs3Dh0=,gAAAAABj7UmLJG4jRRkYutciJMB1g3fGRMB-GmnztjRgn2d5IGxioxGOMeq6PlmE3moojReo-68qUiVhgpv4SdsIaSeghxmr_eUWvIzI7eMI4ndZ0cQIvro=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'erlan_bastos', 'id': '78148969'}]}",gAAAAABj7UmL_E-HnyN0rxbpXiSij-C9vjh5NhlWM1yZvcVrApKi1QmzNgZBSlh2zuFoCf2XCWySnyyU3CX1aTrNqw8x1dSzbg==,gAAAAABj7UmLd1kMiQ6R7skYkEai5xUvrHPghJlerS5giv8R5V4IYHBXU5dcHHTw26qjD75ff3cr0Up17DKVNpdT_sUsZ-Hcfw==,gAAAAABj7UmLm_BohyAOfgUWSAW9SF1DIlw4xqdP0zeGB8fWVyhoR2nbMACTWHjhFVOyK-yU6JQqcwpr1UiyEHqydvB2x4x3EHXnnLAqPi-uMkDNJUivvm6H6dgOd3D3NjJqTf7Tb8EAwuAZeqyZj3CHXdWYUZXtJg==,1,1,78148969,2022-08-28 21:58:53,2022-08-29 00:58:53,572,0,3,2.946388889,1,2022-08-29 00:30:00,0.45729244,0.000400160064,2,0.0004618937644,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
2296138146,@deltanmd Vai se fuder galalau,2022-08-25 18:21:19-03:00,gAAAAABj7UmLQxT2D2_H1L55CjxAie6ecIiKchbxwfEQw7vTV0ocJbXoLXmsSAKoH5OOwBPxVZ82VSvsezIOIEDajC2k-nWM5qAl_7x_hezs-RXdRUmQVPM=,gAAAAABj7UmLOyDDN04SroderSUQOdpOOSx4ZdT62WDqEUdvpVdZt4bJGzYSZYvwcaZOUW4iv7ZaL6FlzAHWozi_rxKl8ZrDn2YUQo4c63KqFEt_yQGwMYw=,"{'mentions': [{'start': 0, 'end': 9, 'username': 'deltanmd', 'id': '2296138146'}]}",gAAAAABj7UmLRH-uJEwPHtXXryYOS5ODX_soQX_XsQ8w5OJ3mc-7LtxoWuMY1UyiibfCb5Udz_X78IrCzAs3QxL52v9v5338qhk6xfvSTmHM_KznurpwuG8=,gAAAAABj7UmLMtER64fKtUFz8zh3Uu7lf2xaTgHxZvdOEUv06URFPDu7kfaVOdPSe8bH7W3UtfWGMs8b15Msy8pR5B7yMXSXoA==,gAAAAABj7UmLiQuluZgOe4ixVZTf33NFY8lqGPfUld0ZcmjmQ2GCsHMo9HvhQrA5_foWNtqhlWwmoot5E2B5mGU74_EW39iEo15LCV_djGkC2oRzwWKMBFYKxrdPdsmKbvb1WEnEfOH-kCIDE5z-eemca7XYHPDseg==,1,1,2296138146,2022-08-25 16:11:50,2022-08-25 19:11:50,849,2,3,2.541388889,1.180456881,2022-08-25 18:30:00,0.9861681,0.0001896453632,17,8.96E-06,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
9.75E+17,"@Zambelli2210 Duas pilantras falando merdas 
Só crentinos pra ouvir a Micheque",2022-09-04 21:06:49-03:00,gAAAAABj7UmLzbfZm8EI4480ujUa4h39R3s-Qc7ygTnryYYbG-plE0-1nydhwrVGSYNNPsIFQGJoBVx0UNdwzX_O9q6dkwUVIQ==,gAAAAABj7UmLOgrxS_xEAvUbbbTji5Y1vg27QWIbEvJiaj3fJKz-LqCsZ5qutsI0I8wZRenamB4Gkd8_SYc-8q9yTn0CX8i2-UivwZBsks3E7DBCzZlj8dI=,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Zambelli2210', 'id': '975127727501185025'}]}",gAAAAABj7UmLZYzbtGsk8TCS5FQeS1BW0pKNa9Ki-optU0orF7nkJmFKo_WmHhfgqavWvtNM5HntDJfkD7Zw4TR6fPEm5GPOjw==,gAAAAABj7UmLdN8iMfozTxp7NxzvLYOtkbF6ZZ4-4aDcj05diGxlQUsHvdIcklUpE2sdrAhe-DPk0jY4ChCr6I1YnKWreDq6Rw==,gAAAAABj7UmLpmFYDUSHMpNxJvuZ-vzXvoXSroHDtfoNTE4_TqV6tqzVXkZwiDqIkBHzj6ltRJsYjYH-2wm6YGQ7phjSBLsnKJClq8eV2xAM0ekR4O8xsy89zpitqrv1hSXJYiCVcOis9HRwdd7OC2ZalKgoD73k_g==,1,1,975127727501185025,2022-09-04 18:41:59,2022-09-04 21:41:59,845,3,3,2.910555556,1.030731056,2022-09-04 21:30:00,0.95668083,6.87E-05,8,0.0001114827202,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
31139434,"@gleisi DISSIMULADA "" AMANTE!"" ?
COMO SEMPRE!?
 DISTORCENDO FATOS &amp; FOTOS ?",2022-08-24 22:39:11-03:00,gAAAAABj7UmL4m7Tgox1Ab1xOqomfs9YB0GAgSWDTqB07ydlMwC-PU0wiMMlTlvtzihFpxQItxIXk1XlcuCtwhDaxyXDSzvLH75I-zlJDgxhCQq_8hpJsQc=,gAAAAABj7UmLAHTiSG9KUR7enQqS9QzdiJManI2JdwFUX3i7jf8HoYb692c8eem6IGYsukxieeWaoZgvKxzVC1T-e7sudqsuRu1bZcQ4yXbHrq-v4fnl8so=,"{'mentions': [{'start': 0, 'end': 7, 'username': 'gleisi', 'id': '31139434'}]}",gAAAAABj7UmLjE6sMVnP0aYA8qTCaoxHGfoO5-y9z1iZeQYja5Bql8i6c_vsSveiPsCRJ6kr8dDG03jj1ySiRnKzhf4tNUR8U1ZGgU08vJ_44vLyfvdp-_4=,gAAAAABj7UmLTBIP_VAmllSiew0EzNjE-sNE6TldQbjYKVMUNgbq0TNaxCwfIdYBh5T9rSFA2vj3obO75GFhFlrf5f1Mn1nj8w==,gAAAAABj7UmLmCc8nLaI6P1UfozUpUwMFkDQ7JSpwkIwFRP1BR-WFbHVZIaq3ZfK2hsA4nCH84V6ribQn3j4qiicYNFxMHcViTvASPqJvgaVt3VzoDoTZziZ025i5Wk2W8JviVyai1aAFGCp7lo8ovkewGPnlO4SAj60JKRyhlE5RnzAQnmyQY4=,1,1,31139434,2022-08-24 21:32:37,2022-08-25 00:32:37,796,0,3,2.987222222,1,2022-08-25 00:30:00,0.00257051,7.45E-05,11,0.0003185727939,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
2797010717,@carteiroreaca Isso é só bebida? “Çei”!,2022-09-01 09:44:52-03:00,gAAAAABj7UmLYsvia9qWaoMWfmIqrADZRvHWkQIXVym9p8BUK4HVQTuzbi7ZQsHMXOjaL0tZOl-3oTEXr_Z22fUYfPSUabshTQ==,gAAAAABj7UmLQBbgifNfFuH4Mssx34iMUvQHYk-8w4YqoVedhy-Z_FUyFxbBsvlzZF4JZO6I8jptJQimg-ldLgtiUrdOraoz9krfw7N9doZuWN0FFz0kwdI=,"{'mentions': [{'start': 0, 'end': 14, 'username': 'carteiroreaca', 'id': '2797010717'}]}",gAAAAABj7UmLFGC7W1p0bfDp1uX_ST52o_H9YW80_NNrXHLGcYCFkkk7rFv5Kk0yDNoIqQVbDRSxu0-pw9mQ5tCtHFJI-b8kiw==,gAAAAABj7UmLjr_aOVkuDdIiu--d1-tKO91VV4hiO2qi_6d7pCW7yTsub6LSyJUl71V2NeD-9r82CzMEwPbSqnXE_Mqlvw9GlA==,gAAAAABj7UmLD2tsnYb0-vm32nzBJaDWqVeJL6AjES4OTMXq7pqXDEbdSvCRQVjkzq94eCIPb_pVrVXTorE-JRMNHcPCdB8fzplKGJLHFiV1NcdtD2Hey09NYZ5Z7CvM5viw5E6F4FSnK4NwKAlaAroxvkLZ2BVL3Q3nyNgI8rl8GAuz6FNuuMA=,1,1,2797010717,2022-09-01 09:41:31,2022-09-01 12:41:31,109,1,3,2.95,1,2022-09-01 12:30:00,0.15296091,0.0002554278416,29,0.0003156565657,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1270774020808626176,@ThiagoResiste LULA EU AUTORIZO,2022-09-06 06:27:27-03:00,gAAAAABj7UmLTtHtEBrsj6-l6RsX6Le0rwrDifGjaHPsyK09Mt0okN2yFumHHmrI7D8h-wwqkRWbJFiXebpOlxarM8J1fREXdw==,gAAAAABj7UmLTCkzLE1quSvCBnwjXPPt3es3NrAT4DqISnkzNpphu6-nPX3llKCbmACGH301DcDJHVc9UTlN3aZ6CRcxHuFsTzRuAzq_nfKPNcGUh16-9ow=,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ThiagoResiste', 'id': '1270774020808626176'}]}",gAAAAABj7UmLndDJ9NfKqCgoe7ok4wOV9t_Z0pqmqnnk6hodbZeRGaaZ-JjGKrESsvJC6B-2LEhhEKEPxxubRIBv_cMabVy9c-jLfonMN3B3M9ePdG9lxBs=,gAAAAABj7UmLDFKQFEEkrJLzGCftemJ7hAcHVIaXz4JWKdNQZrapdQb5QtQE-iGyN-FnTf5oawHF1UJ-jTQFKLGOaBWcpXQkwg==,gAAAAABj7UmLiStR2Lakn0kW7zIsy8Mc_SdnEblsI1yzL5fH0DUV7XGrnySROEuidTZBVPf8PxNSn1maIza0ABIXWSjhZEjaHMhtud16PclRchWRRQT3AgvTb0L6O583JU5T7nXO7VUphk7icJiJC5q9bgyoGGTTOXDq-RZxnq5ZKy51_9bjt_g=,1,1,1270774020808626176,2022-09-06 03:43:40,2022-09-06 06:43:40,336,0,3,2.990833333,1,2022-09-06 06:30:00,0.006029663,5.01E-05,7,0.0009319664492,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
7.62E+17,"@GuilhermeBoulos Para de viajar nesse mundinho, o povo não é bobo como.",2022-08-26 00:23:00-03:00,gAAAAABj7UmLt-RvsUqFQ2AyJ6ciCUySeImbJ7kMieTEkU-afDsq6Jl11j6WPpsBsLcwatYREI0NF1lsms6ma8VJttss2fkZJk0CrbmNyB0EzYLvNxVgQKE=,gAAAAABj7UmLZ0-WM5OO4maICUPORURODN-13hgMNWVYoJeIOrA5hz2VLusLG-0pffOQVV4wU15VA3zBSNcr4RkzhSvhBccHqN6NZ9zJsghEP6YZzM8kUVk=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'GuilhermeBoulos', 'id': '762402774260875265'}]}",gAAAAABj7UmLxOUojbOMAw3po1Z6JC3t0pe_dP3LoZRVRwEjeuNXh4OQ9cqQszaCZH02UQ4778avOsUv-X8wyZAIlIMJyTt2ru6gWEZUcKK3ylimmvRj58Q=,gAAAAABj7UmLegKz0IfKVo4sqiovXoL3e8EzZJx3eV4Se2uwVkUFMFrjfmsTV-35eZLpFuqkmLcvbkWdJqknQIa2qSqfffN6aw==,gAAAAABj7UmLpDZp8NJUjRc-YiGBxjeHtbxofH5hKz7PiR23_ORnH1vNzfEIMfpuNvMGuNDovYK31c4o5zFPPjY9wTZvF84hOk7w6MmUiDeER7Ev5nG2f1lfjDBoUVPwa-ojPXDzDITAYmP1IkSwoyno53EPdcks28NJGWpRG9L_Quo7EDVRMHI=,1,1,762402774260875265,2022-08-25 22:19:01,2022-08-26 01:19:01,846,3,3,2.129444444,1.408818158,2022-08-26 00:30:00,0.23081082,5.52E-05,20,8.36E-05,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1198004545,@AndreJanonesAdv Claro ele confessou um crime ao vivo ! https://t.co/0UZU7iLmrl,2022-08-26 01:08:43-03:00,gAAAAABj7UmLUi0XvccTB3xEYuNW_4G0yauTGbcrLtL2VuM_28a1jTh5zrDlMSM5zAXnLl47akqm1ReD1ZoLNqEK44qIfYoAaw==,gAAAAABj7UmLvfr3I_98I7eIJ82IqI8OOozQ9bLMo8ZMWsZk6e9cDYUV8PROqiISzuTZA7gaucJTisx9ibVIaGprqR2r8sT_1eklK3uBW2U9WovjozhN0Mw=,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AndreJanonesAdv', 'id': '1198004545'}]}",gAAAAABj7UmLkp5XpCkn5nQ2zKSPNBkjFC24eq6zi3tJEfx_41ZOEe4hL1ItgGTVe6yOVzQClDKRd2-Hpi287UfftuGHhoN6ow==,gAAAAABj7UmLEiHd5SGv2h0ZjGeiJpe7-WaLa3ukL2XJkYTnpB3NxSnqBOy0Eo-V6mvcWcnt-E-tW40N2yMXJIgGXBoGmApzGA==,gAAAAABj7UmLN-g5tsT-hCLOLdrVf6iaDvYwl54fDdY7cYL9iwaKiEoJcHA1AAqx2dCldXL3fQcMQiAUJiufOLo54OLcXYWPOCbfFeK8WrgGkfWEp_IJHn7noutPM88CpSBM1ee6GGaYLX-Puz7JEVpy2byWMBUoSw==,1,1,1198004545,2022-08-25 22:17:58,2022-08-26 01:17:58,842,0,3,0.5938888889,5.051449953,2022-08-26 00:30:00,0.008142043,4.64E-05,24,0.000477326969,1,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
1489189886670381056,@CamargoDireita @fatimaslopes Não,2022-09-02 01:06:19-03:00,gAAAAABj7UmLZfhSPafsa8J8mDJOlizX6JyE4gyKasRIY3mSsyZ0SM9pmjv-RoOSwR3PnbF-QbR5K9jGSN-d506gr6iIe3HB_xkfwmYA_X4yHmGRGCpi3SM=,gAAAAABj7UmL0pHEXK06QAYWi3kPWHCIVtBxbpg78J0Px_9o7EUhwJqUMpiMrfoKhtjg_9z7wLLIshZn5QYO4384JWkDYDJQCsPqj4ELKTKEXeKE7DwjV-s=,"{'mentions': [{'start': 0, 'end': 15, 'username': 'CamargoDireita', 'id': '1489189886670381056'}, {'start': 16, 'end': 29, 'username': 'fatimaslopes', 'id': '99578687'}]}",gAAAAABj7UmL9JsJb7taKq97SPwKnURfvo_i1Gwvevaz8rLo9NexRHuclFf-rjLLAKMieuDQSWLvBSqHa2GBTONdbrTqVsG64g==,gAAAAABj7UmLc1b4dm_5EDr0MpmZVfW1ov3oS2fDAT5OnmJtNufPrTlB1Dv_7n47hCsIBwED9MZ4F7xS1LGbxM8UVg6XaSeCMQ==,gAAAAABj7UmLnkXsOvm_BDryGmFiHviDXre7ZjN_x8YPC8rX6wyuA2JTX1rpgIm0AXAbOt_OX5gqp4W3tRUI1ahivIat7dN33zbhDGPJgAFURMuXflA93aHSjYNxgdlvVceXvQem5GNEli4jS3e0bvWJlwLLEHYuVQ==,2,1,1489189886670381056,2022-09-02 00:58:35,2022-09-02 03:58:35,87,0,3,2.861944444,1,2022-09-02 03:30:00,0.005389215,0.0001387925052,25,0.0001839926403,0,../dados/processados/tweets_classificados_por_objeto_4_anotados.csv
