id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",Unnamed: 8,filename
gAAAAABj7je3l0xDhsMlxkl1t12ynJOWIJL1CJcUxG6psRNZbIFpo1tvgx2NHTLHhvyy2Sl7mujyga6HD7OpkWgrSSS1kq2bIgJ5ZwaKcMe04zHUc4UfWHo=,@BennyBriolly @Renato83oficial 👏👏👏👏👏👏👏👏👏👏👏👏👏👏,gAAAAABj7je3SMt8uRYdec0zf7EwALrGpqwkgjck7tqAI5dOxtWsypmrAU6NYXa3L8maepEY6fyb8zD_O53KZ2jQ6ktuo3dPFJ4xAj5mNS6QhZG-DCIJ7-YryyJ4wOg9wOyYjnKeIGFMbiA_8aAGz3gX5jgviGgM4eogLm3vey5Tl8QK_saTDuk=,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je31NymeqFnuY41j6w1Npey5LRdRhV5_AVBvJ0mHYNNmGmz4JgC-3H7hJpU3WBrC4zlLvWYeHe1yt4GfH4IToAu6fVzKuIB5W7KSDmpmB71zcY=,Pra deputada estadual é @VaiPaolla 13199 mulher negra lutadora lgbt https://t.co/9qauyTuLBQ,gAAAAABj7je3np44VO-MtwZb3lTHFaeIhAcW8Jv9_8I4derte-cWBoNaKU9bsdE1aSudIe2-dOq2usSBIb2rrnBfuNL8ClN01c-uVdYEELGbqu51PW__7Dx14OqS7soSNWUu6TzpaTlzWCUdBoLF1PZlLfdTb5tvIw==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3NP5MeSN4RnCRj0MtbNHMmmDTET_v7DPd5R1LHNvTkrJzVb4LjNYsZm9TSA0PShK20zoOtDOU9hDUtAPgwsz7waXwq8oJ6O8TGfsWjcpGXX4=,@castelllovini vamoo simboraa,gAAAAABj7je3hNNxTM5awjtf_JPq14Q9tubPldk1lfda_82COxrJuf1NPJb9jBzvZ8IvYK6QAa9sTgM_EDphw7RlqrwpjRCkZkNsLuVN0NayB-gPi7btPddl8feXt57HSYildT6XdAm1BbB8AjMaNvh3R7CvsH1oMw==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3KwFonFh67-ukNffvA015Keiry_a6x8wJtkzDkUAX4BuzX5Wuwn91wCF_hwuUfRmrAtDMh3vrHWoFhwyBjya3zWuHamBwW2zmEBU-74Ejdmo=,@PabloAiresRN Manda um pra cá 😍,gAAAAABj7je3FYNSM7O3mNAzxlaag1J4e_uokhUFxSejrVEc-UopbL9iMp4fp2OrdKpSKo2j7jWMwUXCbvQ_4jtbYn3DGHI7Y3IshzZ_3QxT0oQXnr6M4q3E43pM1OayhzaLgBo9ocLkRzNjxSlttHwYNsjx6SrWLw==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3K4_l6Mg2F328me38XAeFZ4GPa-yT_s3h3HhAlWhfH8lilTO1zzDVfkOdz29FcriDb_ZArmKlEKADgrNT1Lwz5SzGXFH98Y9BUPrsbT3gSsY=,@mariamarighella Precisa lavar aquela boca imunda para falar da nossa Bahia.,gAAAAABj7je3I3w9QHk6YaECrwoWkVVyuO-ng3zcfZrXyxUjm96Y2XAuPSfjUPkPZM-QQYNRJ_Q4RUMj-181xBdn08a4GzOjcx8BJqRBcWUZkjf7Xl5hSGLoCEWtzl99kwNp-0g2Gh46rcE7U8npTwX8aZsOe4w-kgfSB902DNk9Ct89vzL3_vo=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3mp3fN32UW8XXcTpfjPERORNoE4mn256WQcIYXjeW-98jA8OTcu6Q7cVj-8ifVkp7HmZjzOUnd2BRhEMUkgPHrrix-BVqAPAZvg_DiHRPfj8=,@Izalourenca Essa gente é doente!,gAAAAABj7je3YJ7kUPSSQ23Kno6v_M3WsUToDK3Voeh-4n9mvcKqSCXPmLrdRNpktPwytaxbIAr3y85Q_g_OrcSU2Hr6hfdTC4odBoO93Rvp6eevTPb8OL1nsETNrJ71QikneEG34Zr0Op4NESnAGjDW2x4t4XZu0Or2AmndcwJEDC94UEcK30Q=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je33-LflrCyhDWmnjR6gkE4L7XrpVdJmBxNC6Ks9LiDxO4hZQRFbmqrqoifLjrfeT2jzgGhiJUla161ROz9Orh95xKbKmj5F-kyndOdCOXiRmI=,"@SomosTocantins Bananinha na cadeia
Bolsonaro chiliquento
Carluxo surtou 
Bolsonazi
Avião com 39kg de cocaina
Cbozo preso
Dinheiro vivo
7 de setembro da vergonha
Juliete no museu do Ipiranga 
Gabriel Pensador
Lula presidente 13",gAAAAABj7je3Toh2UowaOGb4ikxI4spGvswjwc1-Xzp9OeEXaNtuU4wh53BBp1JPVl2TiFdEtM43bD5jhWDmpyO3bkDExY17NC8stDxWBNQMUEftnTuTgLQ_R7hNX6U-hEiJUQBACUsm27NcthQ8IDtxGQhM_3o7rg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3gQmjl2hb7wOkTx1rzlQqZ-HYSKE8zTzMNmCRV3f7QAYApUc1n0LlFuVDOns5lh549HFCiUR8wy8lNzNfPp9gRRWWyO5gbUTEtAdQxvXE7OQ=,@AriadnaArantes @LulaOficial @geraldoalckmin Um saqueou o Brasil o outro as merenda das escolas de são Paulo kkkkkkkkk cuidado hein anda de bijuterias e sem carteira e celular perto desses caras,gAAAAABj7je3fi-5NisjldB7EA9KuNrqBSwsdhbdpkJdcVOs-2HUfmqnK5uD1O9Ky-fr3qK2t5Ug0OLL1WGGHuMX4SdJAiab2SOD1_82trNEMOlmISHIarjhrevTfVxcm42IyTTA_qiMoeQBIAH1gh94hSujSz0v3Q==,1,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3K_g5ExQK4vpAF9wDDeevOLXAVgX-1_UINm8-B8DEad0Aw88dJF8kQKbFQX4kHEAdPs5jFvEuWkz0krjFX0j6-2f4S5FLqdqBTht2euq8DDo=,@RuthVenceremos Desgraçado,gAAAAABj7je3oMG2erYi49jIh5m9aN9RoVIyxP6zGn8D-Ewhc1jzPlQJ9fnt4zn87OzD_cHC-LRxTnB6efmRGhXQErmdjL8j8y2U-yjKTYi_1jwdYMTl0akQxVOZ3hZMpK6XTEjuBesdX57jgs4D-JX8t-cN9gJNIg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3WKv1mGmTCkw9gJFrLYKmXTnsblqyRSpIypAMi8ciPGcnxv1k5bO1Zow5Ln2jzWkSbd8yEoa_2K__j6puylkugk7rx3Ws1mM450IPrgtpvlU=,"@castelllovini Cristão não bota em travesti, só sai escondido",gAAAAABj7je30SWOvgglkaMwS6sT_-l12pX04nvAipBhBZ3MhWEvvDaky0KAF9H-Q7crNeefA0NPAZFvxWCqKTQYMawV5_DNHWVlxL6CTWUJuWC-8PFFa3mVLF8ubv5PW6MiEdTbi_ceUColXf9J1K9Alm1UsZQBNQ==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3buJ-NNMnepVMxEQxC75wfop7kiVJYNanO0ELh_9-AMWnemHSH7oiaADNbDjqx4qniFqcZ5XTDwi7kQM7GTBqFKYByX03aYi6QJqG7gONlRs=,@fabiofelixdf Bandidos!,gAAAAABj7je3fp1aKvwOl4gDD8GPcvrzstacRySwuVuv6PkDeQ3zOdVNaHHEYmb43CB19Y47uRcVMReeCZecNlA2d-JjG2nQQZ-4TIm2UdBC7-0j9l6Jg2MRDYbpgMOipSDjeP5h6aTwkhriVJZRXB65PHK2YhzXluvLj-7Ee9aDpwA10u-OWt4=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3RkJMmA1gK_sMN1WH1eRZvvcFwWO8wQtVoaf1qq6X1M-F2ZLQKT9IMzb8HZIdCM8Nfi-bh5BkTv4Ic3YYgoWI1uCN2D5LZ2BY3VWNtqq5QDI=,@RobeyonceLima Depugata!,gAAAAABj7je34ZDI1JYO9-i6Lj8gTNkpcy_n7_Qe3Du9Zy38o24TBmKC3WqFuRvDyyY2rKQa8rwTUN-zcG3pqOyz_IAZnGvX1EYkwvD1DB4nFcGplVNfPRatYjWxGvDZN9MI6aj3n69qyPVLPmq18_VpMkPPBbDbZg==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3TFljPrEibFYdkhfZYt-afvsZieENWjbonfAVcejccFHSVsRW8VF5a2QODGBkgTcH4suc59Qm9GgFOelbn9aY28KA6YH_NcRKqkXon5y03TE=,@beatrizcaminha @JanjaLula Kkkkkkkkkkk,gAAAAABj7je3AcewL70Pja-GLg357_lylYm1acsT8VLdyav8SEfSuOdVRdpfp7pknorPtAFvFms_fxraHGhifI8hNOu34dZbEkAKPJPSo9infzJCAlM9Pt_8A9bo4yYkwT_uNOHH4ydLUgdgShqCd9bJZdKcpTC9zrs5eYaoKGgit-8Z2O-frvU=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3nt98WzNAgHT_jTaD4DVhsYbHTVtaSkUEbx1Lh_tsW-M1GDtErrXLfYlCslYKcx1on06bbUzjIbKlhFcU2jMsxDF9e60RLkmeTz_cnu8rixA=,@beatrizcaminha BORA BIAAAAA,gAAAAABj7je3rdu-4Q-OjjZnTGmPRccY-1WSKJC4OuSt53LQ8wWTVUt3_bQBNRj2h7ovifKSzkr_jR5oqL_tSW7my1V7Fd_TH7u_Rx5rBJw7p6VgnNMDIARfjmgTH4YMbSjUxPteso_YQtL0AevJYdrueGWd9Q_rpw==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3BDOQ22E-SWJYFzRPgjtoYrjo2V6BeLw4RldeQj-KeoDCHvHZwsUA-kdRVi9Sp0t09CjgqQR-JuJxXUrhKQuGCe6oAm4TmS3tE7rMqxqRMFw=,@ErikakHilton que gata da porra,gAAAAABj7je31TvVcT5EkqDwhUtDz_dJmU39P3-ciE0WqsOfxk9zrJKluOGsrKWbptrIjJyACu8vTBCkGie4er201RktJlj72fq1UX8oWIy21xJvWdJZqKv0OD0tZ4-juljY-3rmJg_OdnH78RovT-Gq7GLntUj3sAPjBgESvgQJRrxu5UNcuQ0=,1,1,0,1,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3ieOtiTqjNygJETntr1b96z3TWdl-ZTRYKuxJCPf2yW_LQaGaE7wSePyzFYdt_oVZiPLdFtxI8sbK1M180NQTTuB-NYXa7ykI9z9RYwaBmwA=,"ontem foi o dia kkk tava no bar com os migos e uma galera do @fabiofelixdf passou ⭐️ QUE MATERIAL DE CAMPANHA INCRÍVEL aaaa ta mt lindo e bem elaborado! tem pras gay, pros preto, pros legalize, pras gostosas, pra todo mundo ❤️",gAAAAABj7je3VTlr_8EBcBqCLKZt3yW8lEF_GP_LFPpyWgH50DDuW0QZLBLGa1xIF5-aMiFUMStwKQLVVYGrDgYclKdOJHjWDwqq0hE4h9WHe3m-0C_px75axUZd7xsZzQBOi3QsG3m5Z4bxNout-RoQtRZL86Ar6g==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3i0_HzpoT3V6KOSZ-IgGmxQK9cAOseR9gLnk2VUv0-kk8wMODUgRXRhQmDmySeExF1HG8GscUAgzLcEnvGxyeIAp5_wZlARWZcjN_cdtGIXg=,@RobeyonceLima @tocosono @ErikakHilton vai ter bancada preta travesti SIM!!  ⭐❤️✊🏼,gAAAAABj7je3tsXuZpsRhwYD1M3-aicMTdl2GlimUAArctr8uFFEQp2gHf-mchZbycN6kRhQ6WJlJ49rYySaQVnJ0xUKz8HkgYlTMRz0mQ_4RDY9YNuE4P3rgSDoWYu-Bgt-4y25jGYNvvWGqI6Q0q3bRr_JazvQDA==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3ym_oJzrrTH_v26z5ztDZLrxBvdVV783N1bjojQ2LJis05LnNiegr3IaNtc5EYP_piwkPj0Pn6Cg11wHB9lh8MlT_7Ef1Oj3G8vObIKUOVlw=,@PabloAiresRN @MadSancosta Tu deve ser é doido,gAAAAABj7je3SoiW1RFnX6LwjhoiohIYiEjM2taNPFHURG68Eb2lYHiKsVWu4wtXxYlPo5t81jo5EZ9T7PYGxRg6VgZgtmtYj3YtMOE5prYRogmXz9nw9Px8GTdGxcUunHKgf0bVii-L345SovooCZCF44JTHioJoA==,1,1,0,0,1,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je30fpIorrFoWtJrPC1wJjmeZpyaWRU4_o4sQ1xm3T7C8k9-JBetqxJEKUdofgW35Be6TJsdKuInAbigepC6hM6rjNXO91Nf-U6VcM4EtdyQlY=,@ErikakHilton Precisa estudar geografia também esse BOLSONARO CORRUPTO,gAAAAABj7je3YarD9eSlnpW8sQuyM88pVpUK5xyVcZaKtmiNsZiGOEGwwr1Tdl5GiPdYiYYfxolXS3Pv35QTLF5sitfmKiHGmdkfIS1RCEmkBpj6KJk-OPPuKX5WJDWI4CsIA0ZysUt2EtSIZUzE9QCCynsmoczniw==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3aqlCa9DhHdfa0VXCHzNZpnOD_xciQNi8gQ2QgNFgLCuw4cmmmgZVxaJjjGcfz5Rdo3RfXrYIBfkhwuY3D9pKjhtKp8CbQSxnT8sqpqtzA6Q=,@ErikakHilton Vale preto de direita também ou tem que ser de esquerda??? Hipócritas,gAAAAABj7je32p0DPzt_0GOgi4tD_YarcvU0Iv1fTfdKGdQtWrasjAbvb353XHU0t0pJZG54CrTudt4U_7HHjGmDKtkkWy07I78ObwNlzBHxR4DaY3SqNY-dhQO1SnjsS9ZwjduT9mFHQ5crcEbOn46odrtC6TZxgQ==,1,1,1,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je35uGAf_5qtHB4oebSMsOe_-tMXMaRqBSvCIXyc64zVWXLqNtEF_oumk_quhkww6_OfWgIkM-FYm7s4e0A2RO3QiOq3X-pBilm9BA0naVPrAk=,@fabiofelixdf Ei bozorato vai tomar no uc,gAAAAABj7je3rKb8j3mbF7hFltPO5YHHtWD9mIQ5SEJuz2d2a3pnC_QUC6x4LwLZtWyakWO5ljeaSrMFnbDIsAXZfY56fCp9ZZzWzW1PJPpNi3lS89SH52Yzmis9eWxVdGnZCmLH36MC9UkhG2uJJ9-cBXEQtQQxsPPR-gq-J_YoaT5BkwlbiSY=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je34eD88IpZntTXeD_z77Gz_Fsz8WQmRQlTZFP7Znh-z_VpLYzRskMk5RSfugqRDPeoSc9p-27Le06vlwuNFWAbrMVzkqxJ29KSyIAcq6KW3mY=,@ErikakHilton Te adoruuu mana,gAAAAABj7je3D6VCcJ2aSNy-o-tVU0bkjrnIXpBgR7EK449ehVwq9nIFrIj9QjTA7sHANlfZoAd8qhjaPxMkw4uP89KzmtmYCPW-y3sunOPjAyZE-8qyHes1FkjwuCr49Q3zZ-9hq3DIP6fhe7Npp1-DYCP_iTUxZQbNYWULou8XWsSNLMRpI_U=,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3Tl5CyPZsWcgfgxpxxTz14GIpuuptLnjiv9fqYOUH6B1YSWtXgc-TcpmpJJ2dOZHbaQ5mx9WG0EAzDYBqueA6GMcFkrIkJg0jtJ_5c0LvPq8=,"@AriadnaArantes acho que é fake, Ariadna",gAAAAABj7je3FbyfgnG-p3yVTrqApM5TvczBj_hmCUJBgdQfYF4RMax3cbUgFu0zLCHo70kQHoQL6EHK1hYVJt_qyrcyAaWHU4ggcQMt6tJ7kwbmYuYGxetROfU4TFTVALGDoxd_Ab7D_md0MeZp9XMuRV37G2ltew==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3yiYLx-58y_qoTSUccyslqhDexo3EISBghw_4XoZkuMV8SVuuocvtw5fr6EvNkrYu5D9FUuT7qmI9fpJSTc-aLqwywpHrEJlTlo3W2MEdVAA=,"@fabiofelixdf O Ibaneis agora: 🤡
Canalhas demais aff",gAAAAABj7je3CRx2oEq60EJvySgipl4Hd27HRZQfIvboVF60a56yGSq5ofd6oCt-lkbiHvxXUoPiJVaNmlJWjjN38XrMVeFFnXW6LrtZiPQZj8qsdX_yLUHm1Uo75kJqWCjbDHhE5dFJ5LVX4cm44wmWzsyEJL35QA==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je30gTyVn0qZyp98S0PGCtQTTij_GeOrDwXUYbE2XHRveIhd4Ywer6CjpeZdVQxyD1Wl0GHac6WSdGVAR4ojHVFTkSgU0eB0JlJlfQgHKFY__8=,@VaiPaolla @skkalnari Claro querida,gAAAAABj7je3lZhqRcK_75OO5GwCpk9UFG6HwjD6jBM1UOmqBEtspBrcvL3creJgqB1VUWi_U1a0RsQEQ26t3gDTPbVHuIuKPXu3xFBbKtVsZfCJ8-rD-N9GqU95IIK5lO4tgafh22hhQx7Uf4gKJhsn7b93nh5cGg==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3idwY4x24HI-URoBZAFRiuESUyuosuyi8S6XoNf3g6wE5mOXx3NfJse7FgAIhhRYE-RvDuLomC8rBNl1tx1zaVqFp9m8xHXdNYMdgQB3ODmU=,"@fabiofelixdf R$600, para essa palhaçada dos maconheiros?Eu mando o PT tomar nu cu de graça!Tinha mesmo que ser o Sepultura.São burros drogados. Venham ao 7/9 ,duvido esses mulecotes aparecerem.Como idolatrar alguém que te roubou?
Só drogado mesmo.Jumentos",gAAAAABj7je3KvFX4k1oY1IT-eK4cHdtx0BwB5LqqpAUSxbKD1SU3DM8W7MosZDRj_W-KZK47-LJq-6v111bEii7YDMbBD7_GM-EGWg_NPoQpsdGklfN7vQbn91Gfw81IBarM0dSZzgppyNHG0L3rj7MivgoTue-5w==,1,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3Wtf_hlxF-W3BKTpqMNalPaMu1_cmQ2b9cuKvRurbFU7WX33iXFLta9dHVKViomt-OAI0DHHtbl6wht4vnnQT2s2gBZhdx6CehUwlYmh8mAE=,@Izalourenca Ahhahahhhha que doidona mane,gAAAAABj7je3U5gsrLOrsISbhFTbqStb7IjGy-NrfzitFhHWjiIgIrj9TCRTdt1YyumYFMhGAzrjiSbm-tA8ZDr0Ky7Kj8ozNCZHu5CWjR6CNSBc9zMM3OxmMuIj0YD6fvfOh2cDjns4nDxU_2s2oFpyGuz_HutSlbaLcdZvpFz1eP8VaDUf3-c=,1,1,0,1,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3IbQ2lb7CB8qxTVcgvjriI_dTaWH0Ti9d8VNwoO9vdbD-tp6AAv1Tp1RsScXsxrT7k8CTIsxJMl-sU9P9O5wi0-wIjHnJ4gJaGREtGcRqzpQ=,@beatrizcaminha @JanjaLula VAI NAO KKKK,gAAAAABj7je3kDi4Cpan1tANTmJDvudH-SnFjMrPA59JDyG5MQJobgIQAvZoFlh4bwSPo2XjjJZpAnbiADKyYMxnPdPubRkiDoAW_55hPJekQhAo0LKOB7czXDBu3b9RDB6GJIrjZflpGN5l7BJ4mGlbr_orCt9UFQ==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je39Iy-SWTeDUOtGw_sCqYD-BgASX-qF8d3A7L_1ii5hdOFyilvVlDKpzAkfKVUSSPM_RpobfONDHxVjM8-67P-T3Ca54rOe3LbXFJ051z-bS0=,@ErikakHilton @ManuelaDavila Que idiota!,gAAAAABj7je3X-OgRdaB6QL2L7JsoAFYU4gCDvh5nMeg2aJm2ihZoADs9LWStubhIQPMRaMyVigkQUKasZRXzxyqHyfoleizzlELeNJwMo-gNEdcStb4JIVBCcXy1e3R7FUyYJSIuwGvonmFOWbwZztlZmmkFAm1poU6JWaUY7D0khgfSwVwNHY=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3F8092cWW3X1DW99CSdnvX913ecd4wAZJOxtyS2KVuPtwVp4Qm-tvFrWrYa8v1-E5MK9DMEiMEGGnWRPWNRBDkquji3GoMinJPiCU424uCkM=,@Izalourenca BH é um reduto bozoloide… tá foda,gAAAAABj7je3pG7FLYwRJ3OIL9K7bxu6eijR18CiYWpUipfrIEMqORCVO9XGDohnx49ANJV-s5atrp_dX6_wyWH4XIuYK95_Fs5hlFXrUozuCSpGcD-7TYX8xwKMogaXchvwNhbHZxoPvmqRGDN7jcIGrw0j0_15DquKFkfl4hlIbvr7jalm4KA=,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3n2FN9SinXJpmRgHB3kUpfiwKjfunh3LkxjXpQktgjs9ZbbzbROEd6dhgVNYqjoUXaak5zN-Zt1oI7gZKwTa7vdU0A_0fPwLNCjhKUrV03KU=,"@beatrizcaminha @JanjaLula Tá doida?
Comeu cocô??",gAAAAABj7je3YHHPIgTolilRYj0OC2oSLNQCqnDzPZmxoXTXtnFU_apmBoEuQqhuUyPJAor4WCc-SGxdfYGQYld_2DwKYLdQ97QhKmbR7QaSg7iVUtloaXrWF8s76x-Dcpbz1-z4RdkceFtthnMTd5vgGfRNr1RRFN2hEzHWazoAAmBECQuy4PI=,1,1,1,1,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3rvncr1ydik7C2xO9YdcAtxNdqzpf4Cr2kRHayAozUVLVMLGbqmTSkV_aMuJQJM2yptE8OBx0WHGvtOkDvC_ubyHT5YF6eTQ5bXoAJXbMPvY=,@PabloAiresRN se fizesse um desse com maconha eu botava,gAAAAABj7je3WJLgsd23Z1K34N8Lr7jlP2CkyLnSKi0eBWqL0kFD6SbEZI_WBDQwe9uZhE1OIH8j9jCIF9k5vaWxswxy4QGShrMCMCKTbZQ1xjzeTtNHF8ppz--u_3GJcRJ-WQBOlKagpMk4VUEkGWV2UmOzKZwYlQ==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je31aR-dt29HlGwP6yVJ4zvnXbqnuYyJWRkiG4W0ZqXA5_7q1LIQGx89O2Z2SF1lrbIGpAOD86I6NfM3-xaws-_i-FReOOasbzPcGnx2kKQYXs=,@beatrizcaminha Vcs só vive de Bolsonaro eu hiem,gAAAAABj7je3DCxsEtquDgP2gssXhM-Ntite6AiPGc8_n48vAKUOQ2tO0II2LfUxBywvmZAXd3fIf386FhCoum9C3lq_evTA3NeovqkrdD3iQiaAj1w5kAA91vqD1F3IkyK0ObwBirlmUakkT0Wk-GEdMyIUEIIVDsySZDo4pN7nIEXauF_bRWI=,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3bpRMZu7TuLJaj5KUfZSwDDFqz_ywyjMFHBDKazu6ia897Cra_ADdg2WFs_38TBUpyIrpgD5jzFg0ezaI4v6jXfgg9zOzBSYMJCJYbqfDDxg=,@vivireispsol @mairacordeiiro GRANDONA! Minha deputada!,gAAAAABj7je3EqiWuhDLABf0m53oUq5qSjzF60_eZMrANu_wO4bN5dJlExi47RHhgioQ8-IzP13X9gXOSsXoaIzXxSy0Wz2D6V45gpGax0_kTGt08Q5UJlk9pprS0iygbtSkkGIiRds0Dge_BCANu-Ydc3YTzzVTEg==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3lCSpAEqcl-4yUYeXA-XTXu55R8ZieFBDFEe0k7DXWxFOF9R49V7MBF_DO-GebRAiuKmi2bFEi14EyloMX0HWcWy1YGDYxxNOGrYObr8IrD4=,@castelllovini gata o tombo vai ser grande,gAAAAABj7je345voEUjZ3WvDO-PtDT-fAKvl6Rm997lyg8NsAn7jaOZ-wNQ4NoByzkjN79MZJbryK4BoYGoP5AZAqctMvlgHk9FQDSsGKc-nO1fLHqYAbGxQFtC1hhKturtTUhtQrsJY5iAXaomjL3esXxDRikCZnQ==,0,0,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je315PpnMEs_vw8imHzrEgpeWiSNSa-Jbx9XHgPmnZg6yqaR_cqb20dOsOE3Em-L-ia4VY2-Xt7XcxBxo6oBJIqot0LOb-DY-rU3WavtaGUrGc=,"@ErikakHilton Não toca no nome da Tay Tay pra tentar convencer alguém a votar nesse lixo não, sua escória",gAAAAABj7je3OXljQIBBQ8lfodcPp3VlzzZjMkLtl55VDwisNQX2lMTyoALsmSIaiBDGJOXX6rVkDJ1W3O2SK1t1vm5MwDeLvwp3Lwg5sQoRLu7swwgy2kA8v2Bch7CEHqsxdo1VfbDthI5J8lJsw-ybncDrRPYKlg==,1,1,0,0,1,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3Ar2zkdLp0t1oc23Yn_6jEnKb46rW1yujrsHW-c5Rf_K_h-mym698xoh_X_MinyvmTzeuXU_YezeqL42-a8Gb-Qks4Sk4oyHIPh2q43_Wxqg=,"Bora de Vivi 5000 ❤️

@vivireispsol",gAAAAABj7je36eMm8H44--wx9IyWg1n1IWeSXtFKKz5D6XIwhDbx_Cb0BBW7TcvS5tsoh9B8RiYw6Zimn-umVmG2WOXRM0LoAZMJ2xqSGN9JzhBODRVk5rxDeIb8LzmSYfRt97tXHRxJ6Z69k052VUNxLGSU0NOS5w==,0,1,0,0,0,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
gAAAAABj7je3MY0PntOhiD1Fmmpr3dCGi2itkUuWyNlox9a3yYMNDUXmYoV6vQKs3gAfwQvhZOfQcwzIh7lRL4iCeb9RUuqII3z3QTSy3g1ygrmhVHXGxu0=,@VaiPaolla Da uma olhada no espelho antes de falar em patetico e cafona!! Kkkkkkkkkkk,gAAAAABj7je3Y9iXQVuEbwOIgIRKWhPHfsGedm6IeOUzde99EM3GQHZn_4GPHSspQpImEpkfMMACQ9z04lu-CNedgL40Uy_gINZL6hzykJOw6X4tjs9t-0D18govgzjBBjdtYk47EXbkADo7CNrInvCExNyhBF5UUA==,1,1,1,1,1,,../dados/brutos/eletweet22/tweets_anotados_lgbts_A08.csv
